E_1,E_1_shifted,E_1_BoxCox
-19.17,109.77999999999999,-0.6203290567803899
-21.84,107.10999999999999,-1.39285595063923
-13.53,115.41999999999999,0.8980281742253882
-12.41,116.53999999999999,1.182661243613314
-16.24,112.71,0.18675815438287144
-15.61,113.33999999999999,0.35503543276886024
-13.75,115.19999999999999,0.8414908760786074
-19.21,109.73999999999998,-0.6316348665083676
-13.63,115.32,0.8723551978490919
-17.53,111.41999999999999,-0.16353519224881555
-21.88,107.07,-1.404711867475298
-20.29,108.66,-0.9399260711744287
-14.77,114.17999999999999,0.5766180556641103
-18.98,109.96999999999998,-0.5667348090154024
-20.93,108.01999999999998,-1.1254224884421984
-20.5,108.44999999999999,-1.0005592855324796
-22.42,106.52999999999999,-1.565607220952592
-7.89,121.05999999999999,2.2796848562104843
-18.66,110.28999999999999,-0.47687347548139586
-16.75,112.19999999999999,0.04919879876027129
-15.51,113.43999999999998,0.38158029323373066
-13.19,115.75999999999999,0.9849962290003557
-13.88,115.07,0.8079844571826464
-8.13,120.82,2.223427050437343
-20.14,108.80999999999999,-0.8967548598595487
-19.02,109.92999999999999,-0.5780029574337067
-19.3,109.64999999999999,-0.6571020296787224
-15.9,113.04999999999998,0.2777991865045502
-19.47,109.47999999999999,-0.7053168656531346
-14.24,114.71,0.7148151563259313
-17.85,111.1,-0.2516440878963909
-15.39,113.55999999999999,0.41337459679696964
-16.9,112.04999999999998,0.008510306264249647
-17.79,111.16,-0.23508639726265534
-18.06,110.88999999999999,-0.30973210922723365
-11.39,117.55999999999999,1.4373274719978866
-15.98,112.96999999999998,0.2564253248834675
-14.38,114.57,0.6784301317340219
-17.62,111.32999999999998,-0.18826643488555952
-16.76,112.18999999999998,0.046489497828468763
-19.04,109.91,-0.5836399984351515
-9.93,119.01999999999998,1.7945201179150272
-20.32,108.63,-0.9485741138248384
-20.21,108.73999999999998,-0.9168871277629196
-17.26,111.68999999999998,-0.08957215952544041
-18.38,110.57,-0.39865642240696125
-16.38,112.57,0.14911648955246995
-16.73,112.21999999999998,0.05461600330752449
-9.07,119.88,2.000992282078807
-18.68,110.26999999999998,-0.48247506928473244
-7.74,121.21,2.314736849325148
-19.85,109.1,-0.813615244252637
-17.14,111.80999999999999,-0.05681031037510541
-14.14,114.80999999999999,0.7407520518501872
-17.29,111.66,-0.09777323505372705
-17.13,111.82,-0.05408321804271632
-14.88,114.07,0.5477804195447226
-16.72,112.22999999999999,0.05732390716642868
-20.46,108.48999999999998,-0.9889926452889142
-15.17,113.77999999999999,0.4714961247395289
-15.46,113.48999999999998,0.3948358016346283
-17.43,111.51999999999998,-0.13610119562239553
-14.74,114.21,0.5844735657065204
-18.59,110.35999999999999,-0.45728332028488866
-16.69,112.25999999999999,0.06544482654009275
-19.58,109.36999999999999,-0.7365917413983752
-16.07,112.88,0.23234479965273466
-18.8,110.14999999999999,-0.5161258369741177
-28.95,99.99999999999999,-3.64372961588396
-10.81,118.13999999999999,1.580245461737564
-19.48,109.46999999999998,-0.7081575308383532
-14.45,114.49999999999999,0.6602054348342349
-20.04,108.91,-0.868037782609222
-10.58,118.36999999999999,1.6365457010389868
-14.55,114.39999999999999,0.6341328347797941
-14.08,114.86999999999999,0.7562932795210032
-15.68,113.26999999999998,0.33642713022081694
-13.51,115.43999999999998,0.9031576208718936
-17.63,111.32,-0.19101673184319495
-20.35,108.6,-0.9572267652893753
-18.38,110.57,-0.39865642240696125
-19.91,109.03999999999999,-0.8307815442403043
-17.45,111.49999999999999,-0.1415841975054455
-18.12,110.82999999999998,-0.3263676866905048
-14.35,114.6,0.6862341416776508
-17.97,110.97999999999999,-0.28481127729477695
-13.3,115.64999999999999,0.9569134832077074
-12.74,116.21,1.0993461134946327
-18.11,110.83999999999999,-0.3235938839881596
-12.9,116.04999999999998,1.058786383546202
-16.85,112.1,0.022084807789947473
-16.15,112.79999999999998,0.210908771451487
-18.9,110.04999999999998,-0.5442222170321495
-14.4,114.54999999999998,0.6732252678921727
-16.99,111.96,-0.015953268185196785
-16.32,112.63,0.16525968465026591
-14.78,114.16999999999999,0.5739986673775774
-21.12,107.82999999999998,-1.180900577454126
-19.36,109.58999999999999,-0.6741025542483718
-18.37,110.57999999999998,-0.39587002319155357
-20.05,108.89999999999999,-0.8709072009806429
