Model,Feature Set,E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
LogisticRegression,Without seedEbest_1,0.0634009126710586,0.019118467106833587,0.08831154223440085,0.15234015981778048,0.19393718533219056,0.15245612804828576,0.040249773503847314,0.02970392258966704,0.03700740043156879,0.06910111388112856,0.074099497200763,0.040667984550888575,
RandomForest,Without seedEbest_1,[0.0235045 0.0235045],[0.04462827 0.04462827],[0.02025691 0.02025691],[0.04811527 0.04811527],[0.04288683 0.04288683],[0.03510478 0.03510478],[0.00847856 0.00847856],[0.00569609 0.00569609],[0.03680838 0.03680838],[0.04871572 0.04871572],[0.05109457 0.05109457],[0.01308493 0.01308493],
GradientBoosting,Without seedEbest_1,0.18665666872332976,0.3247424547323267,0.39731823491133544,0.9688048902858233,0.720180988805147,0.6022800783380589,0.04723823279917212,0.09264539075510944,0.7312258114891499,0.8010641619019587,0.6944705134639234,0.23615670397985453,
SVM,Without seedEbest_1,0.051779917563019716,0.02097275152455778,0.04412990877629241,0.12295527891727742,0.12558686969173422,0.09076063664934099,0.038022998496825375,0.028706334883510015,0.06333210895781442,0.056512457059924436,0.12808126140835507,0.05800371555169853,
LogisticRegression,Without E_3,0.08142299237540629,0.015135210979695802,0.11329076799029236,0.15000314174515314,0.1929729106149127,0.04110011297085758,0.11846565217093877,0.030483103516146703,0.04702338546573679,0.056628595082935565,0.06694932592450836,0.03759548417731079,
RandomForest,Without E_3,[0.02023325 0.02023325],[0.04123745 0.04123745],[0.02468804 0.02468804],[0.05401424 0.05401424],[0.03806523 0.03806523],[0.03034313 0.03034313],[0.01011048 0.01011048],[0.00481824 0.00481824],[0.04070666 0.04070666],[0.04406087 0.04406087],[0.04592945 0.04592945],[0.01425738 0.01425738],
GradientBoosting,Without E_3,0.2350429319667786,0.3822205799408223,0.3903536379516181,0.8710126807081451,0.627128309625084,0.4688701760901236,0.14872806575372477,0.07065315378074793,0.7384336025118492,0.6958143532290225,0.6049783853425772,0.21096671940489134,
SVM,Without E_3,0.05078872075138484,0.022605550042679595,0.04744434405286964,0.1406525048469906,0.11147403398078189,0.039154797791858174,0.04881789687167195,0.0325921926602815,0.07702865544991176,0.05285321958505864,0.11058742697246093,0.04916495332392869,
LogisticRegression,Without seedNumber_3,0.0821742598804506,0.01989348251808832,0.08474507425457445,0.14806143819733916,0.18907554859354642,0.030935210813007617,0.16626235491125171,0.03047398094348384,0.03637597353621981,0.0689183867335448,0.07937665904822924,0.04086295384536958,
RandomForest,Without seedNumber_3,[0.01929278 0.01929278],[0.04203074 0.04203074],[0.02242039 0.02242039],[0.05876975 0.05876975],[0.03491603 0.03491603],[0.02542024 0.02542024],[0.03177628 0.03177628],[0.00542084 0.00542084],[0.03516015 0.03516015],[0.04444247 0.04444247],[0.04414202 0.04414202],[0.01191421 0.01191421],
GradientBoosting,Without seedNumber_3,0.12927372290969638,0.3253229438928155,0.39885010372282537,0.8153203274780031,0.6207105058185876,0.4504681433719657,0.5543572734214676,0.0566410953824089,0.750048437186823,0.7846804683614453,0.5290705141063725,0.19253568553156133,
SVM,Without seedNumber_3,0.04747084848723584,0.02209249164622997,0.043340397824929405,0.12412894883999348,0.11623964539036384,0.03857472136423599,0.08445264304018686,0.03069589989858918,0.06282346640811885,0.056325447827272966,0.12377717351620994,0.05966356227104338,
LogisticRegression,Without E_diff_12,0.06421542591883668,0.01284936875964988,0.10680177674034592,0.14665428496775818,0.22228584416500982,0.032826124074025076,0.13206464353585018,0.03386613305647702,0.029124750668917898,0.08845716503004102,0.0894703908823385,0.04302749570925406,
RandomForest,Without E_diff_12,[0.02214119 0.02214119],[0.03950043 0.03950043],[0.02296893 0.02296893],[0.0429486 0.0429486],[0.03693855 0.03693855],[0.02755003 0.02755003],[0.03640152 0.03640152],[0.00630384 0.00630384],[0.03462457 0.03462457],[0.04703251 0.04703251],[0.04471475 0.04471475],[0.01040106 0.01040106],
GradientBoosting,Without E_diff_12,0.1443129736447995,0.34137853880404007,0.3940961793572725,0.8447545552575912,0.6512650496000552,0.4068106091021385,0.529574627367737,0.041297228168635076,0.7127202970754859,0.7957217380355199,0.5725754436566495,0.18792405725862893,
SVM,Without E_diff_12,0.03929756203412343,0.023890237415666704,0.04439208983642965,0.12306058563796127,0.13487043467936358,0.04035086865824286,0.07356979589114154,0.03447672762106803,0.07361764467754364,0.06754970204325259,0.123504052299461,0.05548944837126859,
LogisticRegression,Without pumin1_4u,0.07153798126661019,0.016067369666861328,0.09635346168279282,0.15984206574233564,0.19631459776486365,0.032274594301489545,0.15295762265262736,0.03561574035610376,0.03040064741975409,0.07120278426004058,0.07628718805905284,0.037337781946859314,
RandomForest,Without pumin1_4u,[0.02254517 0.02254517],[0.04101426 0.04101426],[0.02336472 0.02336472],[0.05268472 0.05268472],[0.04580767 0.04580767],[0.02629026 0.02629026],[0.03739393 0.03739393],[0.00656762 0.00656762],[0.00599169 0.00599169],[0.05261352 0.05261352],[0.04834974 0.04834974],[0.01452943 0.01452943],
GradientBoosting,Without pumin1_4u,0.24332932930723858,0.3780598386484645,0.31970368124921095,0.8664345786979355,0.7212246719096934,0.4661431502018181,0.7703067677880406,0.10364323867731144,0.07402021900435517,0.8217637614467144,0.7520874550601655,0.22994873843995997,
SVM,Without pumin1_4u,0.042075206354598875,0.02701439765048394,0.046332145071693684,0.1374117272882263,0.12491476976235254,0.042339519530120905,0.09091342657209257,0.03870313927596842,0.03257890926799858,0.07124371235718681,0.14123866199128574,0.058142604866786365,
LogisticRegression,Without pumin5_8u,0.07887236592098008,0.019895485546584914,0.09139495508797747,0.17810437801462972,0.19402748308117218,0.037057299357708316,0.13925569410391897,0.03905279846296773,0.030876636639734945,0.042974625361523314,0.06708579221773106,0.041962707126875984,
RandomForest,Without pumin5_8u,[0.02258736 0.02258736],[0.04622835 0.04622835],[0.02504102 0.02504102],[0.05463451 0.05463451],[0.04813791 0.04813791],[0.02889098 0.02889098],[0.03007578 0.03007578],[0.00659513 0.00659513],[0.00572242 0.00572242],[0.04230947 0.04230947],[0.04345544 0.04345544],[0.01324969 0.01324969],
GradientBoosting,Without pumin5_8u,0.22936821128544388,0.4847274160432284,0.4334650557516797,0.7678205706586357,0.7203134955929619,0.38364826697577264,0.4409984676246651,0.07553091022714371,0.13757016739067474,0.778688112849687,0.6694404043192288,0.2334062900205942,
SVM,Without pumin5_8u,0.03855056978845091,0.02288403360418034,0.04407888561802683,0.14015948493783145,0.11334373237562385,0.0455750469443638,0.07481565848896878,0.041079280247694645,0.03074100903946451,0.07454866571324473,0.1262272034380582,0.05494171205457289,
LogisticRegression,Without pumin1_4d,0.08401077525819772,0.02672379752606238,0.08903915514745561,0.16463738949106488,0.2018753053222834,0.032413502005018156,0.15225455802199525,0.03921768124693992,0.031118227558839934,0.04051539269576632,0.048304181649070035,0.048765791774613536,
RandomForest,Without pumin1_4d,[0.02044021 0.02044021],[0.05034067 0.05034067],[0.02632094 0.02632094],[0.05540333 0.05540333],[0.04070168 0.04070168],[0.03095005 0.03095005],[0.03487311 0.03487311],[0.00591293 0.00591293],[0.00564642 0.00564642],[0.03858342 0.03858342],[0.04579609 0.04579609],[0.01209431 0.01209431],
GradientBoosting,Without pumin1_4d,0.08857248270201931,0.40769182348298505,0.5154145000003199,0.8480634928630139,0.650929535422204,0.49464104971628453,0.5356781704634827,0.045362268822447746,0.06412407940279172,0.8702283555154995,0.7504431394392531,0.2736882722887922,
SVM,Without pumin1_4d,0.0555629991714703,0.02071329273383026,0.040630975047864115,0.1508302303401789,0.12713873684076252,0.04785271371792011,0.08593384810322283,0.03401390749486106,0.03301032687615548,0.0970820940105204,0.06194008882617682,0.06287437788455327,
LogisticRegression,Without pumin5_8d,0.07775251671879473,0.013206217999374548,0.08665285451685914,0.14953497558195933,0.1897133185123565,0.042820130212802274,0.14701949062860126,0.03964117448001382,0.030814686086657567,0.03255735528686733,0.07595881245500016,0.08323404495380414,
RandomForest,Without pumin5_8d,[0.01731304 0.01731304],[0.04256562 0.04256562],[0.02246108 0.02246108],[0.05130616 0.05130616],[0.03943475 0.03943475],[0.03074781 0.03074781],[0.03552854 0.03552854],[0.00731672 0.00731672],[0.00504152 0.00504152],[0.03584657 0.03584657],[0.05297963 0.05297963],[0.04439106 0.04439106],
GradientBoosting,Without pumin5_8d,0.15659212746868967,0.2836816520523058,0.4207028980503898,0.9119906662021304,0.7230653596366112,0.3973246548834035,0.5893462046980624,0.038857579347042266,0.08077695850471917,0.7497536171982654,0.8342610581908838,0.603617193442779,
SVM,Without pumin5_8d,0.050709731581585885,0.025112632253458687,0.045159762726612616,0.13862339043817568,0.11637909258070052,0.04878129476926278,0.07270779803702707,0.0358222961959078,0.029602742407456313,0.07698532876642905,0.06547646443467535,0.11705705880062629,
LogisticRegression,"Without Pumin1_4u, Pumin1_4d, Pumin5_8u, Pumin5_8d",0.0754010005773644,0.02589488975944639,0.09990687458558277,0.214837768440709,0.20151992358940304,0.03864047269471384,0.14597838209357777,0.04271411261767173,0.03725417461670668,,,,
RandomForest,"Without Pumin1_4u, Pumin1_4d, Pumin5_8u, Pumin5_8d",[0.0298136 0.0298136],[0.06004412 0.06004412],[0.0351902 0.0351902],[0.07506499 0.07506499],[0.05969261 0.05969261],[0.04444948 0.04444948],[0.04183809 0.04183809],[0.00711476 0.00711476],[0.00868207 0.00868207],,,,
GradientBoosting,"Without Pumin1_4u, Pumin1_4d, Pumin5_8u, Pumin5_8d",0.37264901817790747,0.6500011645741075,0.4118494719108255,0.9594126587518119,0.7385357761321946,0.5925351896783271,0.7457216339843196,0.08948537402492554,0.15729077395335828,,,,
SVM,"Without Pumin1_4u, Pumin1_4d, Pumin5_8u, Pumin5_8d",0.06495940510866167,0.03479819866755072,0.04800907707084433,0.21156629494591667,0.15726367907267533,0.06718546773580596,0.11329194907632907,0.040741643930116186,0.04426882926077029,,,,
