E_1_Qtransformed,E_3_BoxCox,E_diff_12_Qtransformed,E_hybrid_1_Qtransformed,Pu1_1_BoxCox,Pu2_1_log,pumin1_4d_Qtransformed,pumin1_4u_Qtransformed,pumin5_8d_Qtransformed,pumin5_8u_Qtransformed,seedEbest_1_Qtransformed,seedNumber_1_Ytransformed,seedNumber_3_Ytransformed,Y
-0.184039712533641,1.73705725083271,0.653747746738129,-1.17764527296199,-0.224613130106292,-18.5556371514284,-0.0554848335762945,0.077717092544522,0.0665968483028514,-1.15573978232995,0.410531734428331,0.153143698298286,-1.87161889116656,0
-2.10377326367254,-0.747048151011716,-0.257930977441349,-1.20013092820354,-0.0579059462331232,-8.5301568578081,0.0888469558801665,-0.560378579864381,0.79815807910195,-0.178402253514808,-1.01577926260187,1.60135314402536,0.595776673866623,0.21
-0.852736743698737,0.558583115954049,-1.53863345924602,0.753203837591502,0.998572626000977,-2.61682060830743,0.484094810520423,0.31572349813703,-0.235063700672908,-0.447010807490576,-1.22324032738863,-0.265442875508279,-0.708028978889455,0.04
0.782997945384159,0.794732075544379,-1.39267922323807,-2.01173586696531,-1.71648159449034,-23.6873250400455,-1.86667560341556,-2.10377326367254,-0.979296238834673,5.19933758270342,-1.24702213754813,-1.59426005917185,-0.708028978889455,0.01
-0.386515339623718,1.27838331008996,0.640074919105543,-0.374591088287996,-0.600410448096284,-10.8920909460219,-0.560378579864381,-0.521856982556466,-1.65786294567236,-0.560378579864381,-0.257930977441349,1.08727251216837,-1.31370434866485,0
-0.695526094743423,-1.130790210346,0.893328245988568,-1.11351636072918,-0.632460494603726,-14.3415361176801,-0.509189404710201,0.640074919105543,0.876918377658209,-0.0665968483028513,-0.275169731102373,1.08727251216837,0.595776673866623,0.01
0.0110915029627088,1.73705725083271,-0.0554848335762936,0.246481227542264,-1.16698939049325,-5.84536447232761,1.17764527296199,0.0443796659332823,-0.447010807490576,0.269414642558672,0.952767341884999,-1.31628367717313,-1.87161889116656,0.03
-2.37185332941207,-0.456403277669772,0.200987990562062,-2.37185332941207,-1.45371869470928,-8.51316133030287,-0.782997945384159,-1.17764527296199,-0.709722710231646,-0.738555439311082,-1.15573978232995,1.60135314402536,0.595776673866623,0.01
1.53863345924602,-2.01180748266377,-1.07319007982621,1.11351636072918,0.708292220870589,-16.6694880934713,-0.653747746738128,0.509189404710201,-1.46988493508706,1.70338750096559,0.979296238834673,-1.31628367717313,0.595776673866623,0.02
-0.304086558653731,1.5690281834319,0.269414642558672,-1.4074566083679,-1.47946715476787,-15.598968579753,-1.43797031193787,1.75274366066359,-1.32298397225148,1.07319007982621,1.21160474640795,-0.265442875508279,-0.708028978889455,0.09
0.79815807910195,0.0794732075544379,0.077717092544522,-2.21809035136053,-1.76972935965813,-17.7739912000205,-0.155907168592741,-1.03453749878029,-1.80678082136965,-0.246481227542264,-1.4074566083679,1.08727251216837,-0.708028978889455,0.01
0.459301460498699,-1.52134425889924,-1.46988493508706,0.0554848335762946,-0.486745655662105,-13.2540279422082,-1.11351636072918,1.5033711462564,-0.560378579864381,1.86667560341556,0.0221843706279273,-1.59426005917185,0.595776673866623,0.04
1.37819985209077,0.853769315441961,-1.8993222139231,0.681468295644403,0.0591845733138972,-15.8708450243009,0.613080657835286,-1.75274366066359,0.0332799688739525,-0.0110915029627088,0.573403263107838,-1.59426005917185,-1.31370434866485,0.02
-1.70338750096559,-0.667574943457278,0.0443796659332823,-0.392498031579582,-0.144592046239974,-5.69243312288933,0.509189404710201,0.269414642558672,-0.43478731371658,0.0332799688739525,-1.17764527296199,0.604306344455012,-0.708028978889455,0.14
-1.4074566083679,-0.252043601101217,1.61553591015033,-0.667543899029412,-0.611115485373018,-6.94986768906388,0.0110915029627088,-0.200987990562062,-0.0999878362676706,0.246481227542264,-0.79815807910195,1.08727251216837,0.595776673866623,0
-2.01173586696531,0.435967310012916,0.92689259773888,-1.53863345924602,0.11243312564815,-11.8606548259274,0.0999878362676705,1.01577926260187,-0.133490711428392,-1.80678082136965,-0.345007814944629,-0.265442875508279,-0.708028978889455,0.02
-0.997371806961887,-0.819709369347202,1.32298397225148,-0.440890826139929,0.594665580676426,-11.7077233282092,-0.893328245988568,0.0221843706279273,1.2715309528565,1.35007741992416,-0.760588894762879,0.604306344455012,0.595776673866623,0.06
-1.20013092820354,-0.815168043201234,-0.0277317429828236,0.459301460498699,1.03795580667716,-4.6219166281792,0.573403263107838,0.422628442276568,0.768015668750144,0.0110915029627088,-0.410531734428331,1.08727251216837,0.595776673866623,0.1
-1.61553591015033,-1.54859221577505,0.979296238834673,-0.339128042047994,0.992024699931416,-8.76804843942226,-0.0443796659332823,1.37819985209077,-0.304086558653731,-1.22324032738863,0.0221843706279273,1.60135314402536,0.595776673866623,0.02
-1.80678082136965,-0.0544959137516145,1.80678082136965,-5.19933758260558,-1.76771944219249,-17.1282795670494,-0.997371806961887,-0.768015668750144,-2.37185332941207,-1.43797031193787,-2.10377326367254,0.153143698298286,-0.708028978889455,0
-0.144689851442102,0.456403277669772,-0.292490654292253,0.62652071911763,1.73976301649559,-9.09090536823742,0.768015668750144,1.03453749878029,1.24702213754813,-1.70338750096559,-1.46988493508706,0.604306344455012,0.595776673866623,0.37
1.25918199940546,1.73705725083271,-0.0777170925445222,0.709722710231646,0.682918633757329,-14.7663461518421,1.2715309528565,0.681468295644403,1.37819985209077,1.37819985209077,2.01173586696531,-1.59426005917185,-1.87161889116656,0.01
1.17764527296199,0.881017272317768,-0.246481227542264,1.27153095285651,0.219966946253054,-9.56668822655733,-0.0221843706279273,-5.19933758260558,0.122308289451467,-0.724063830568413,0.235063700672909,-1.31628367717313,-1.31370434866485,0.02
-0.292490654292253,-0.00681198921895182,0.440890826139929,-0.212318700538012,1.19711247862186,-15.5309981123381,0.876918377658209,0.753203837591502,-0.599750440964868,1.13437526954643,-0.484094810520424,1.08727251216837,0.595776673866623,0.03
-0.62652071911763,0.529064496005258,0.386515339623718,-2.10377326367254,-0.850888081911261,-19.9999872026071,-1.35007741992416,-0.0554848335762946,0.509189404710201,0.509189404710201,-0.0332799688739525,1.60135314402536,0.595776673866623,0.01
1.32298397225148,0.606267040486712,-0.5346088625093,1.75274366066359,0.689255562450725,-7.49362238741218,-1.07319007982621,0.844786437150715,0.133490711428392,1.61553591015033,1.8993222139231,-1.31628367717313,-0.708028978889455,0.05
-0.0888469558801664,-0.267938242612105,-0.547448276110279,-0.997371806961887,-1.15355738223702,-14.800329090916,-1.24702213754813,0,5.19933758270342,-0.79815807910195,-0.541017420840483,1.08727251216837,0.595776673866623,0.03
0.844786437150715,0.127157132087101,0.681468295644403,0.573403263107838,-1.01389742473835,-8.66609351186745,-1.57591997119804,-0.31572349813703,-0.0221843706279273,0.339128042047994,0.731290437788978,-0.265442875508279,-0.0690915564954355,0.21
-1.29682831613755,-0.608537703559696,0.0221843706279273,-0.200987990562062,0.0650835047328013,-8.07136379351865,-0.269414642558672,-1.65786294567236,-0.155907168592741,-0.626520719117629,0.619786693943587,0.604306344455012,0.595776673866623,0.14
-0.782997945384159,0.202089013495571,-0.339128042047994,0.0332799688739525,-0.0287945217374178,-7.06881409848891,-1.17764527296199,0.178402253514808,-1.2715309528565,1.53863345924602,-0.0110915029627088,0.604306344455012,0.595776673866623,0.2
-1.05366700931747,-0.690281574187118,0.738555439311082,-0.246481227542264,-1.07085733670781,-5.60747370270193,-0.547448276110279,-0.709722710231646,-1.53863345924602,-0.111141141294707,-0.695526094743423,0.604306344455012,0.595776673866623,0.15
-0.79815807910195,-0.619891018924615,0.178402253514808,0.178402253514808,0.118371555150495,-6.25318262040197,0.640074919105543,-0.926892597738881,-0.961535099896752,1.17764527296199,0.496603015065188,-0.265442875508279,0.595776673866623,0.21
0.509189404710201,0.917347881485511,-0.681468295644403,0.0221843706279273,-0.275595966350532,-14.5454441370271,0.304086558653731,0.5346088625093,0.667543899029411,-0.695526094743423,0.362719864329724,0.153143698298286,-0.708028978889455,0.01
-0.184039712533641,-1.85967305677385,0.144689851442102,-0.327403351553619,-1.38024518885574,-8.70007690619138,-1.93412838183333,-1.05366700931747,-0.212318700538012,-0.280933948088542,1.10326637468584,-1.31628367717313,0.595776673866623,0
-0.404505943795468,0.608537703559696,5.19933758270342,-0.496603015065188,-0.264297963144943,-12.5063645555233,0.547448276110279,-2.21809035136053,0.860741318482391,1.93412838183333,-0.829043759480701,-0.265442875508279,0.595776673866623,0.03
0.599750440964868,-0.903723903047608,0.521856982556466,0.304086558653731,-0.348590425610895,-12.4553856494263,0.212318700538012,0.9099822734698,0.235063700672909,-0.422628442276565,-0.62652071911763,0.604306344455012,0.595776673866623,0.14
1.86667560341556,-0.397366037772189,0.339128042047994,1.43797031193787,-0.711704516760291,-10.8071286297149,0.178402253514808,-1.09313100826306,-1.11351636072918,-0.547448276110279,1.65786294567236,-1.59426005917185,0.595776673866623,0
1.75274366066359,1.29654861467383,-0.0665968483028513,2.21809035136053,1.78926751061031,-10.1274364280368,-0.667543899029412,0.223676735676989,-0.246481227542264,-1.4074566083679,2.37185332941207,-1.31628367717313,-1.31370434866485,0.08
