E_1,Etotal_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,ED2_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
-0.015800750752515292,-0.001594783226216317,-0.0011025577359293542,-0.00577588280301126,0.001163031111713796,-0.003442973242155996,-0.000771901072439909,-0.004609539614497371,-0.005978677122429272,-0.00028869223682682704,-0.0056323734301901626,0.00275258296552341,0.00146457397251144,-0.0077527423371248,-0.010477761681381037
-0.00488976585393526,-0.004010415326603994,-0.001203847060368385,-0.003016600968093896,-0.0018769060983316694,0.006051867109710894,0.0009075928432498255,0.0035538696432329928,-0.004133374521892159,0.00012835682896534742,-0.004611592403137549,-0.0004336750252755231,-0.009475046863294331,-0.008974738906210781,0.04073582939701563
-0.017013289619807356,-0.002225427421271,0.00423641628908597,0.0049748460017319095,0.008578535206702669,-0.008256283818266062,-0.0009939162396705216,0.0022402356293548596,-0.0018769487378224288,-0.0005216643790389073,-0.0033682656005694666,-0.0003562535021479052,-0.00022808055124678238,-0.007326389191319371,-0.005711961270684552
0.012140890584571422,-0.002908553102378962,0.0012797054174464861,0.0051595706446629285,0.009538238496080249,-0.005134010870149186,0.004258613700323866,0.002859456511837761,-0.001542958069874364,-0.00045860214700543713,-0.0026223908751054057,-0.00462705323597862,0.0032115642227775474,-0.004826848708391795,-0.009076069773785351
-0.013763722149454217,-0.0012362679601337478,-0.0016234624621586867,-0.006888186721333439,0.0001792530220839911,-0.005215200868395566,-0.002431027123633317,0.0015781003975798569,-0.003907189787774928,-0.000681937625166003,-0.002212642419180282,-3.334598681276834e-05,0.0013646849363241592,-0.006580061566353773,-0.008997440890560303
-0.011203216603682214,-0.0009931768751036696,-0.000590883502214249,0.0036440308447695793,0.0021333607296850385,-0.01104253467006612,-0.0015225035061719968,-0.002145294555612612,-0.00433767474239072,0.00026892329636849297,0.07616807023557165,0.0011780471204637754,-0.005758184548897981,-0.01021410914452458,-0.0005333012831632581
0.012026867552951421,-0.003974327085525084,0.0009723252517338484,5.157069131345801e-05,-0.004742991227691107,0.007227525283310971,0.002127686385159855,0.0020046936781047972,-0.004346760857658103,-0.00024345454316720912,-0.008804039503504816,-0.00012695147188917505,-0.010025365042634073,-0.009347221283078702,-0.00874800503239505
-0.019058955800525194,-0.005202816618812613,-0.00031933341716820323,0.004455654782263653,0.006446106294013305,-0.006075986776480138,-0.00015881783516285037,0.0024093842538151517,0.005954779639181619,-0.0010513981469916637,-0.0029986410749584204,0.0021917922134712924,0.0013240498753308552,-0.0075222177373011475,-0.009842046855644557
0.010716324324354926,-0.002970414591315983,-0.0004109640184766071,-0.0018881814119827106,-0.0046450788165622835,0.01605430501218973,0.0036401390717259643,0.0011796432704961836,-0.0037352698919894916,-0.00041603094758771247,-0.00420657812546868,-0.0011411476029335426,0.0019027343933096068,-0.009105607407112611,-0.00922232046361574
-0.006855432035718177,-0.0006124967445143302,-0.0013977357268988926,-0.0042668301998135365,-0.0033247622787123186,-0.008242531886539641,-0.0007828814481059707,-0.0013402420106482086,-0.0033916174261250744,0.0007177063085383768,0.0591264018369127,0.0012008599594522185,-0.004109451221337798,-0.014066941483955788,-0.006102492847502577
0.006462682476561359,-0.0001460623660243203,-0.00021917050766127595,-0.006865916356070033,-0.005279250254903176,0.004061251948665507,0.0008019205015350804,0.0017762132395395395,0.004205194979834143,-0.00035517826085145447,-0.005921340352273929,0.005029472623680706,-0.006602685099692479,-0.006521490937733964,-0.006474088839574624
-0.009301666508059045,-0.0010618466532429502,-0.0015083035206019048,0.0052059438432927475,0.004437563942894339,-0.00851604284287566,-0.001276629508312606,0.004581535207821836,-0.0047045521771736445,0.00018278540812590962,0.0005726207854049197,-0.0001709166808396843,-0.0037185383727764234,-0.0053126770300870345,0.03674227690146013
0.023799705947382902,-0.0030340099489643813,-0.0006870350648306351,-0.0005442576652936438,-0.005018551642047159,0.006963736235433125,0.00012367297407132487,0.0035040063155537264,-0.00397126307823987,-2.684100687025552e-05,0.00027566171064097403,0.003312902826922734,0.002862101869026274,-0.0020089260952957876,-0.007299350582458188
0.028881181060177504,0.015374513484869618,-0.0007265645071735305,0.0235277239592378,0.012529035880382318,-0.00516545915470386,-0.00031413769597119076,-0.0036483750829223696,-0.003727636935326764,-3.087702676421099e-07,-0.00539779542513466,-2.4184777898370208e-05,0.001535418338782661,-0.005157819750306393,-0.004934037828714164
0.012471616991788911,-0.00043927774421733,0.00522219646494297,0.0005346573298761019,0.0078064240820535855,0.003073730609491132,0.001922595600820626,0.002378708642322793,-0.0026102062982779465,-0.00033061952351875606,-0.003082254974160967,-0.00015791384251550984,0.008599740386492217,-0.005068262608707282,-0.011869582321359455
0.014496761041059562,0.03954834951448805,-0.0022847725533270973,-0.014738476691421443,-0.006190891215017009,0.000651743724704105,0.0015308009873399521,-0.004371109058834432,-0.006520068663052073,0.00026302898026748747,-0.003926187975505896,0.0005370190914794971,0.002155314603222914,-0.00528873810055483,-0.0021112208898177586
-0.007814168651295772,-0.006467789487600916,-0.001147020050891999,0.00199798633433277,-0.004127131514810388,0.009317856828002645,0.002354909227451924,0.0010765222340970765,-0.0014958638244518788,-0.0006416832310030697,-0.006360138567327829,0.001448016900721347,-0.0023115957695746137,-0.004490659325022784,-0.00898768830759546
-0.015935166938721955,-0.0018407249340277809,0.0015730831866387178,0.006695064563146144,0.004188855129689565,-0.006610370970107933,-0.0003595162978807248,0.003413957223527354,-0.0023387247130885196,-0.0006589425558964273,-0.004162076587008884,-0.0020217294352918498,0.0010690393896825362,-0.004152569735679674,-0.012008624529949585
-0.017189861541273246,0.0008933617889534479,-0.0012130148305637106,0.0041115222793677705,0.0077618269309021465,0.010287011024316207,0.0020370325449421056,0.0023565428870848974,-0.0010009222992148528,-0.000820081878050915,-0.0046069920362378225,-0.00017748737652200142,0.0017327514601347162,-0.008664995326931366,-0.009155140831876286
-0.008475858559673711,-0.0005564772473559206,-0.0006436495405813353,-0.007356803776317806,-0.0012000775837469621,0.004232019011553071,-0.0005879082985402792,0.0026252706103041677,-0.0015051491758043246,-0.0003744990854710987,-0.004534908139351648,0.0007804350995535834,-0.005429984690629166,-0.004373699355562313,-0.009347156473345178
-0.01074107354527112,-0.00026877045257256703,-0.0002788183764911191,-0.004454887617390071,0.0003981115287100085,-0.0026872474258002573,-0.000601601758307325,-0.0023500416138120647,-0.0008821718239898841,0.001079211149823111,-0.004887500658795835,0.00015192751428007973,-0.003333310049154872,-0.007151125364211339,-0.0016411487119857582
0.01284488842685349,-0.00033677437150061534,0.005189244354706234,-0.0008244808667619604,0.0012583678240160267,-0.011508983674448624,0.003958482598643015,0.001847716981553263,-0.0014954940752915369,0.0006329938113242007,0.06217255289526443,0.0019015973526156846,-0.009331585196539873,0.0798447012328547,0.03599832550174255
0.026236049287539247,-0.0048718586158914,-0.00030863851907518406,0.010997645463710857,0.011672499551389548,-0.0071640687577839614,0.0013904527685470824,0.003329809524852984,8.649726391532378e-05,-0.00018472369800521951,-0.00294194780096222,0.0030109116161059343,-3.772316636128443e-05,-0.004294312991610806,0.00013096086866015578
-0.014500146476447753,-0.0030077677100302236,-0.0014489663122992252,0.006236901940754031,0.0046420850296819425,-0.005245667174227126,-0.0004625972118487256,0.0038380752617656584,0.008325113305671178,-0.0006977751326027515,-0.006515089017598843,-0.006052909685865039,0.0019439545000087151,-0.00844991131709171,-0.007553747204839121
0.025304018959810968,-0.003695068554061995,0.0005856012521311596,0.0031289910238218232,-0.0043907562549157985,-0.0002337198341679232,0.0013602275880011565,0.005287458997874551,0.0007462130276429942,-0.0007121851207383653,-0.0007125004408164151,-0.0017448481763186951,0.009875562831206197,-0.007488034202031772,-0.0057594083024069456
-0.008871303515931689,-0.0009111326653976747,0.0028040994664153994,-0.00402239883704178,-0.003190475217048576,-0.002392247628249151,-0.002419256789998355,-0.00026973416828082655,-0.004867791039953692,0.007426727573353353,-0.0032065105603513266,-0.00036967521921051007,-0.006732898093772526,-0.006945286625237176,-0.005780563884264403
0.014951117789760127,-6.474513663844544e-05,0.0016721649980697309,-0.0047233492381970575,-0.003494978235219622,0.017069632444712782,0.0005041285905888971,0.0012323980013622371,-0.00020401474505944364,-0.0006393908999454904,-0.00523197530453899,0.000828542503149917,0.003524839404727362,-0.002159229461059903,-0.005413587916681065
0.012726352532495412,-0.003486110045971605,-0.0005907189796258986,0.013207399679080575,0.0034896252686845274,0.006586402561529118,0.00418642202210605,0.0027349511233794367,0.004749528420538057,0.0001196734303646137,-0.0048158101409116645,-0.0022075296531469967,0.0025129880669341577,-0.004532863192997187,0.02837124170257253
-0.014295447087403405,-2.8294695526289846e-05,0.0010198443725317869,-0.0026264434666672808,0.003152635091815317,0.0028174229628195042,0.002192659970198198,0.0013605912910524794,0.004753039803858699,-0.00048666402003701793,-0.00585551447293844,-0.002767215884231738,0.002052437470808134,-0.004622223928039283,-0.009615274613209568
0.01569617190996761,0.001897891589001899,-0.0005810885709298168,-0.004505909560419353,-0.0057592223152617425,-0.0021512115844438554,0.0020152303403090798,0.002530368335421568,-0.004642707202059575,0.00104782766004036,-0.00814740383198676,0.0015482919222313358,-0.008824794894892775,-0.0031497543599191347,0.003477863357972225
0.006188024909585118,0.0251303411577315,-0.0037991167819116066,-0.0035477613498551977,-0.0005807495838858456,0.006251009106156386,-0.0017388685166724526,0.0013102382773023385,-0.0022698010972250966,0.0001958518184757399,-0.019447343369397758,-0.0013673496369333658,0.0010980138290193813,0.043430803873502954,-0.009701739840860969
-0.011063104629017002,0.036361365589345496,-0.0029056103212809774,-0.012550849053164113,0.012342680451183941,-0.009305415820093282,-0.0030782779519328645,0.0027381266982276172,-0.0054536471732248015,0.00013900054436673747,0.06332406494500102,0.0008402844716179452,0.0031462216593554407,-0.010127435969412051,0.014044149354057778
-0.00894029437050432,-0.00018144891413259128,0.00030519573556047784,0.0026590330586003966,-0.0004791804093513917,0.019592657824989358,-0.0015883516862310078,0.0009112788616199756,0.0196903933534234,0.0014039532934922775,-0.0020834148091005097,-0.001230989712131237,0.0038687875957728914,-0.0029016188535440765,-0.0037744481734325727
0.01801541184787341,-0.0033258197275446567,0.0008957214118182155,-0.0024458963228720706,-0.006948837525237994,-0.0028179298909302526,0.0014204727259354054,0.0023322178495792795,-0.00460022641494253,0.0005089043159335875,-0.006328494364058686,0.0011652523249635767,0.0038351315654387916,-0.008473449876271431,-0.004180905124653567
0.01956576491436353,-0.002230779399382619,-0.000864342147444359,-0.002483044032698267,-0.005794150057831691,0.003767991498321656,0.0017426696836323862,-0.002157780708869552,-0.006601095527603404,-0.00035870847291528637,-0.006300851227335301,0.002868320051201254,0.0012830489420140312,-0.0012291386876233702,-0.006456352032797901
0.0227422089423265,-0.005062168709917374,-0.0029888452718571283,0.0022475558952640257,0.0025586177732635313,0.007749435702164649,0.0005333049490491532,0.001934955809521383,-0.004085473377733568,0.00014555114062592313,-0.017790973530985264,0.0035883801535970686,0.004133816040253558,0.0370152586508531,-0.009870071371394456
-0.007096106138439712,-0.0022382902111888407,0.005836197401711883,0.005264943948464866,0.010174619863159687,-0.002141652894642641,0.0077596913706306034,0.00747921701618868,0.0032622844656725832,0.0002314838340569357,-0.003841260946728561,-0.006364536487833874,0.002415070631010565,-0.003615304401439963,0.06252519534440859
