E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d,Y
1.013776820355129,-0.2731456292696432,0.4077917742735676,1.5243519321487218,0.08921144646965677,0.3420107029864233,-0.663343295326023,0.5205788052326363,0.20848822805166847,-0.2046667519811179,1.510122752805281,-0.76774157383505,0.5852472415425376,0
1.9715171487898668,-0.34956464284049527,0.13004052964879437,1.5796857150242714,-0.8261755694798653,1.2697000234338374,-0.518792032447961,0.5205788052326363,0.20848822805166847,-1.0306946722615877,-0.9742049406828442,-0.2623096763544075,-0.243167187043199,0
-1.1383547897613027,-0.3502433888726017,4.987519216472844,-0.5395981691092794,0.08921144646965677,-0.852319859266235,1.6976606650156603,-1.6222688349110066,0.20848822805166847,-0.9138927855267412,-1.02486441049819,3.0656710982269764,-0.929855372691086,0
0.12285558460188378,-0.3502180676347594,-0.3903461805700874,-0.37913019877018533,0.5469049544444178,-0.057951159721443664,-0.8186020591580158,0.5205788052326363,0.20848822805166847,-1.0142891197509774,1.6007793831805373,-0.9808732026890284,-1.1441888359520982,0
0.3010398317525329,-0.3501721450354562,-0.39896652199568955,-0.6078431679891242,-0.36848206150510426,-0.746774367718326,-0.9792145734669737,0.5205788052326363,0.20848822805166847,0.21504267907211969,-0.05072711510905189,-0.18228160435529198,0.16716049828563592,0
-1.5169963149564325,-0.3427063826934408,-0.39903576088815784,-1.3714493716717084,1.0045984624191788,-0.6078987209447609,-1.739447141196042,0.5205788052326363,0.20848822805166847,-0.28260579720262013,1.4835724408677402,-0.49926045869173963,-0.5854910154022004,0
1.8323107057034225,-0.3342986933233801,-0.39712328476695763,1.210793829187274,-3.1146431093536706,2.4418104822027256,-0.8132483086810507,0.5205788052326363,0.20848822805166847,0.3098699991068559,-0.6908847877944695,-0.06533627352927324,0.1356987608417249,0
0.4402462748389774,-0.3454736349580703,-0.39916288780609516,-0.26477371416071593,-2.1992560934041485,2.28071473194539,-0.6205132915103008,0.5205788052326363,-0.01019275781586108,-0.5582754541564434,0.24487563110807362,-0.9554024656473368,-0.5690621385902785,0
-1.3861422584551741,-0.34890600501081886,-0.2474831878843179,-0.7129773554526685,1.0045984624191788,-0.5412384104934498,-0.7543570534344325,0.5205788052326363,0.20848822805166847,-0.18535351146188114,-0.5591346549425632,-0.7747804082186311,0.4058988092806748,0
-0.5119257958723025,-0.3500303269484694,-0.3991374214820623,-1.185158969324025,0.08921144646965677,-0.42458286720365523,-0.663343295326023,-0.907986288196459,0.20848822805166847,-0.8423140692652691,-0.8156822091377437,1.371766929222876,-1.0659402025645328,0
-0.03583976051666253,-0.35028498648316597,-0.3990724624084112,-1.5005615317146581,-0.36848206150510426,0.7864127726618313,-0.1547370000143224,0.5205788052326363,0.20848822805166847,-0.6762981823628835,-1.0043018400797081,0.062368896352287706,0.45191652822950973,0
-1.182900851548965,-0.3502830273908526,-0.38406443940460083,-1.557739774019393,0.08921144646965677,-0.42458286720365523,0.2842705390968293,-0.907986288196459,0.20848822805166847,0.31477597674757163,-1.0364088663344455,-0.43308436285912993,0.11752039655311117,0
0.1145031980166973,0.8276000301762404,1.4171595267023325,1.330683692084298,-1.2838690774546264,-0.7689944712020964,1.3014831297202305,-0.907986288196459,-7.62758043220141,-1.0150445842614189,-1.1418316558656783,-0.962620360011578,-0.790610464752096,0
-1.5838154076379256,-0.34922142515831706,-0.3295784784841923,-0.9619793783926414,1.0045984624191788,-0.2801521945591473,-0.6686970458029882,0.5205788052326363,0.20848822805166847,-0.964466051687645,0.8587030057408921,-0.9518471111777485,0.93283516771283,0
-0.12771601295371593,-0.3036372236848771,-0.3977752006029622,-0.00839385350400325,-0.36848206150510426,-0.9856404801688575,0.3110392914816558,-0.907986288196459,0.20848822805166847,0.9812786948831517,1.2041793539959114,1.8017071574173456,-0.7728066236842345,0
-0.041408018240120685,-0.3470256744793887,-0.27831529240508307,0.24983046658189537,0.08921144646965677,-0.7189992383636126,-0.053015740951982554,0.5205788052326363,0.20848822805166847,-0.11906628392636467,-1.0503451094785674,-0.12387204378128193,0.5756381829728239,0
-0.330957419859925,-0.3502765094163178,-0.3986978357181119,-1.2312704550536497,1.0045984624191788,-0.19127178062406613,-1.3807458592393689,0.5205788052326363,0.20848822805166847,-0.8730382736341812,-1.0043018400797081,-0.0942239055996901,0.25595550342644574,0
0.6908178723945776,-0.3499208506844054,-0.3711466422889328,0.3199199248909247,-0.8261755694798653,-0.20793685823689356,-0.0476619904750174,0.5205788052326363,0.20848822805166847,-0.884921716855026,1.6491233432291184,-0.9711577487189238,-0.5883098512727208,0
1.2003134540909646,4.723043892586818,0.38202289520861576,2.1201123277754723,-0.36848206150510426,-0.13572152191463985,-0.679404546756919,0.5205788052326363,0.20848822805166847,2.7842646135748477,0.11470877999428852,2.9969299762915154,-0.1434229477999398,0
0.17575403297473305,-0.3485820574967718,-0.3808074891059154,0.10596263110546615,0.5469049544444178,1.1863746353696984,-1.0059833258518005,0.5205788052326363,0.20848822805166847,-0.940976787340928,-0.20554734026397214,0.32800825211348755,0.40302692479531677,0
-0.21959226539076931,-0.34811265747330544,-0.39918186178635756,-0.8420895154956175,-1.2838690774546264,1.1252693507893299,-0.16544450096825317,0.5205788052326363,0.20848822805166847,-0.0739191140717499,1.4705711658197902,-0.792245275619695,-0.10225052180841583,0
-0.8682942901736007,-0.34996524423867226,-0.3935848221707475,-0.9103345143754615,0.5469049544444178,-0.6967791348798421,0.6536793220074331,0.5205788052326363,0.20848822805166847,-0.052005038646075065,-0.6686083819441575,-0.2910520744938923,2.8440991418065074,0
-0.8738625478970583,-0.3036372236848771,-0.217834664161231,0.0469399293715465,1.0045984624191788,0.41422603930867746,-1.0648745810984181,0.5205788052326363,0.20848822805166847,0.06414014089857442,1.7128332730146256,0.026423730449674512,-0.0306488519396593,0
0.3762113110192128,-0.35027890285907787,-0.3977033153032809,-0.6760881668689682,1.0045984624191788,-0.3468125050104585,0.19325678098841978,0.5205788052326363,0.20848822805166847,-1.0262540232663095,-1.1098247268371066,-1.0495556278440974,0.3845163086558792,0
1.0778117841748935,-0.32817016319884584,-0.3974936006760595,0.7257009993116218,-0.36848206150510426,0.7975228244037165,0.075474270495184,1.9491438986617318,0.20848822805166847,2.5500807616380046,0.6653935333713654,1.023705693636111,-0.745246193056764,0
1.559466077253991,-0.14936397270209312,2.6535633133866443,2.1459347597840623,-0.36848206150510426,1.191929661240641,-1.1130583353911054,0.5205788052326363,0.20848822805166847,2.2439277541515796,2.2707321180322384,-0.17787122571788075,-0.6105456528273387,0
2.0327679837479025,-0.35028340241015116,-0.3895965988714195,0.5025214083802382,-1.2838690774546264,2.452920533944611,-0.8935545658355298,0.5205788052326363,-1.6867469828002404,-0.8514454493935872,0.5223608703040781,-1.1129593285768171,-1.11761529383474,0
0.13677622891052843,-0.35024056307975565,-0.3992163755996295,-2.2217451685259872,-0.8261755694798653,1.8918629209794084,1.09804061159555,-0.907986288196459,0.20848822805166847,-0.2756860205854909,0.04947920885060147,-0.9656794598833008,-0.9070683122673362,0
-1.4000629027638187,-0.25347345671545585,-0.36038616361831244,-0.3938858742036656,1.0045984624191788,-1.5244779896502894,-0.4010095219547247,0.5205788052326363,0.20848822805166847,-0.4299489166959258,-0.7701884289622669,-0.5748317514365328,0.7737194771499698,0
