E_1,Pu1_1,E_hybrid_1,seedNumber_1,seedEbest_1,seedNumber_3,E_diff_12,pumin1_4u,pumin1_4d,pumin5_8d,Y
0.8717862484069551,-0.3436290017472965,0.97654748168078,0.0892114464696567,-0.3412574791395155,0.5205788052326362,0.2084882280516685,-0.8743562780074438,0.1969149091850694,-0.5983801535882849,1
-0.2446494251463297,-0.1619895160022288,0.8253018084876111,1.0045984624191786,-0.0912813149470985,0.5205788052326362,0.2084882280516685,-0.6213289109268122,0.7241340307339065,0.6396455248227454,1
0.2620620276883278,-0.3468070882499616,0.6168778929897076,-0.8261755694798651,-0.1690516771402952,0.5205788052326362,0.2084882280516685,0.7345670613581541,1.7974898053462849,-0.8193618647029912,1
-0.1249318840919875,-0.3492719760593264,0.0248064162213264,-1.283869077454626,0.0031541248589255,0.5205788052326362,0.2084882280516685,1.8522235606390955,-0.8802703083409913,-0.9878382346368316,1
0.6908178723945771,-0.3499208506844054,0.3199199248909247,-0.8261755694798651,-0.2079368582368931,0.5205788052326362,0.2084882280516685,-0.884921716855026,-0.9711577487189236,-0.5883098512727211,0
0.8021830268637328,-0.3499324949504514,0.570766407260083,-0.3684820615051041,2.014073490140146,0.5205788052326362,0.2084882280516685,-0.9360560250916042,-0.9711577487189236,0.3888517765042781,0
1.9715171487898664,-0.3495646428404952,1.5796857150242718,-0.8261755694798651,1.2697000234338378,0.5205788052326362,0.2084882280516685,-1.0306946722615875,-0.2623096763544074,-0.2431671870431993,1
0.8634338618217681,-0.2050422153910665,1.0558592371357345,0.5469049544444177,1.1808196094987562,0.5205788052326362,0.2084882280516685,-0.0585624474051644,-0.3212440279056833,-0.4861935013365199,1
1.2894055776662885,2.9769416718475306,2.3562031347111514,-1.283869077454626,-0.1801617288821801,-1.6222688349110064,0.2084882280516685,0.5584529002507712,-0.87407828521604,-0.6898365239745186,0
1.6151486544885687,-0.3442464839015907,0.4250541123544691,-2.199256093404148,1.864087791624696,-1.6222688349110064,0.2084882280516685,0.1744903336574504,-1.0175689449707972,-0.6644713567103161,1
0.6657607126390171,-0.1619895160022288,0.8621909970713114,0.5469049544444177,0.3531207547283092,0.5205788052326362,0.2084882280516685,-0.0795019948712841,0.8624162212403798,2.0868357490666445,0
1.116789588239097,-0.3362447811927196,0.6002777581270428,0.0892114464696567,1.95852323143072,0.5205788052326362,0.2084882280516685,0.568267271317923,-0.888819204401331,-0.7998482388585952,1
-0.5620401153834239,-0.2026663146422787,0.5412550563931231,1.0045984624191786,-0.3245924015266876,0.5205788052326362,0.2084882280516685,0.2524752788076378,0.8904551860274903,-0.8906935450425488,1
0.2008111927302925,2.1342446258533125,1.3177724760800031,-1.283869077454626,-0.7301092901054975,0.5205788052326362,0.2084882280516685,0.0926043777261778,-0.3015845505265696,0.6098936279960162,1
0.9859355317378397,3.14290186771583,2.1477792192132474,-1.283869077454626,0.8308529796293725,0.5205788052326362,0.2084882280516685,-0.9370717180398328,0.6625525239878456,-0.3939788149613467,0
1.5706025927009064,-0.3477298837320907,0.886168969650716,-0.3684820615051041,1.3419153597560916,-1.6222688349110064,0.2084882280516685,-0.8733095180548525,-0.3828775033426849,-0.6471620404140341,1
1.2949738353897462,-0.3407735269446081,0.7810347821871717,0.0892114464696567,0.0531493576974088,0.5205788052326362,0.2084882280516685,0.0577044877397864,-0.2057106678522731,-0.1492147397272456,1
0.6852496146711194,-0.3470256744793887,0.4195207340669139,0.0892114464696567,0.9586185746610524,0.5205788052326362,0.2084882280516685,0.6390362645216766,-0.7981674327566907,-0.8071509111771185,1
2.436466668698591,-0.349994954759917,1.1462377491657991,-3.1146431093536697,2.608461258331004,-1.6222688349110064,0.2084882280516685,-1.0306946722615875,-0.1288099974329736,-0.2431671870431993,0
1.5594660772539906,-0.1493639727020931,2.145934759784063,-0.3684820615051041,1.1919296612406414,0.5205788052326362,0.2084882280516685,2.24392775415158,-0.1778712257178807,-0.610545652827339,1
1.5789549792860929,-0.1139699406491641,1.9817778705865987,-0.3684820615051041,0.9752836522738804,0.5205788052326362,0.2084882280516685,0.0749730072253903,-0.6576476189002911,-0.743037807141405,1
