E_hybrid_1,E_hybrid_1_shifted,E_hybrid_1_BoxCox
-33.97,15.620000000000005,-1.1532053934464894
-34.09,15.5,-1.1800086251342805
-24.58,25.010000000000005,0.8348986275800416
-37.03,12.560000000000002,-1.8513743126471516
-30.68,18.910000000000004,-0.43388733022136
-33.74,15.850000000000001,-1.1019525117130438
-27.53,22.060000000000002,0.23052764807066092
-37.65,11.940000000000005,-1.9969673071054415
-23.5,26.090000000000003,1.0523577178912475
-35.26,14.330000000000005,-1.443682013794672
-37.3,12.290000000000006,-1.9145884455434095
-28.6,20.990000000000002,0.007213640470485342
-24.83,24.760000000000005,0.7842832777888653
-30.73,18.860000000000003,-0.44461189152577707
-31.41,18.180000000000003,-0.5910647502556389
-35.73,13.860000000000007,-1.5508568995896181
-30.82,18.770000000000003,-0.4639311085586676
-26.36,23.230000000000004,0.4721350458631784
-30.55,19.040000000000003,-0.4060311803620621
-43.59,6.0,-3.4929413431891803
-25.21,24.380000000000003,0.7071425170156894
-24.66,24.930000000000003,0.8187132816261204
-22.86,26.730000000000004,1.1803313132175146
-30.18,19.410000000000004,-0.32696483359695894
-37.28,12.310000000000002,-1.909896024543889
-19.58,30.010000000000005,1.8265332641303855
-33.25,16.340000000000003,-0.9932763062413189
-25.48,24.110000000000003,0.6521791391756477
-30.16,19.430000000000003,-0.32270000766604834
-28.71,20.880000000000003,-0.015877155047540482
-30.36,19.230000000000004,-0.3653897811542532
-28.02,21.570000000000004,0.12855039240604157
-28.72,20.870000000000005,-0.017977578514001166
-30.51,19.080000000000002,-0.3974680721208662
-31.11,18.480000000000004,-0.5263143880854113
-27.23,22.360000000000003,0.2927285343038754
-21.65,27.940000000000005,1.4205485756986413
-17.54,32.050000000000004,2.2209362034834927
-29.4,20.190000000000005,-0.1613068731636843
-34.67,14.920000000000002,-1.310177565986769
-23.92,25.67,0.9680183929821268
-31.38,18.210000000000004,-0.5845797105684513
-30.77,18.820000000000004,-0.4531958236050548
-27.62,21.970000000000002,0.21183295596412074
-28.21,21.380000000000003,0.08887820629202109
-15.12,34.470000000000006,2.682066965021914
-27.01,22.580000000000002,0.3382315463343142
-31.12,18.470000000000002,-0.5284691724124003
-30.92,18.67,-0.48541965114674507
-29.89,19.700000000000003,-0.2652142757966898
-28.35,21.240000000000002,0.059598871640784715
-25.42,24.17,0.6644043035497836
-31.15,18.440000000000005,-0.5349349905556873
-26.11,23.480000000000004,0.5234268148939211
-23.12,26.470000000000002,1.1284202202386313
-26.4,23.190000000000005,0.463917672734472
-31.18,18.410000000000004,-0.541403009806329
-30.44,19.150000000000002,-0.3824916622762115
-24.62,24.970000000000002,0.8268073106881167
-20.12,29.470000000000002,1.721205355442662
-22.4,27.190000000000005,1.2719162666964265
-23.77,25.820000000000004,0.9981724835025797
-23.79,25.800000000000004,0.9941540599547755
-30.44,19.150000000000002,-0.3824916622762115
-31.55,18.040000000000003,-0.6213579488933316
-36.53,13.060000000000002,-1.735054785189942
-31.57,18.020000000000003,-0.6256895562080297
-32.34,17.25,-0.7932344475660351
-26.37,23.220000000000002,0.4700809802945465
-34.46,15.130000000000003,-1.2629272402684524
-30.73,18.860000000000003,-0.44461189152577707
-31.38,18.210000000000004,-0.5845797105684513
-27.13,22.460000000000004,0.3134232781541057
-31.49,18.100000000000005,-0.6083691489277581
-29.8,19.790000000000003,-0.24608907762810298
