E_hybrid_1,E_hybrid_1_shifted,E_hybrid_1_BoxCox
-24.9,24.690000000000005,0.7700918556433654
-18.73,30.860000000000003,1.9915286572870485
-31.55,18.040000000000003,-0.6213579488933316
-29.04,20.550000000000004,-0.08530297994282236
-25.88,23.710000000000004,0.5705144087133796
-26.49,23.100000000000005,0.4454177297379334
-31.62,17.970000000000002,-0.6365229782981746
-23.71,25.880000000000003,1.010223849713378
-23.2,26.390000000000004,1.112426151528944
-31.06,18.530000000000005,-0.5155441221738125
-31.41,18.180000000000003,-0.5910647502556389
-25.01,24.580000000000002,0.7477740263042758
-28.07,21.520000000000003,0.11811745696692845
-17.51,32.08,2.226696307209684
-35.86,13.730000000000004,-1.5806344227508766
-31.42,18.17,-0.5932269275370584
-27.26,22.330000000000002,0.2865163383628462
-35.64,13.950000000000003,-1.5302759273688618
-27.07,22.520000000000003,0.3258308692742717
-36.39,13.200000000000003,-1.70265348844661
-26.47,23.120000000000005,0.44953012937384357
-23.07,26.520000000000003,1.1384113769665454
-20.75,28.840000000000003,1.597810819372122
-38.08,11.510000000000005,-2.0988713776799077
-27.31,22.280000000000005,0.276158796362432
-32.85,16.740000000000002,-0.9050661047628914
-31.41,18.180000000000003,-0.5910647502556389
-33.46,16.130000000000003,-1.0397671360590692
-22.2,27.390000000000004,1.3116344899091057
-24.47,25.120000000000005,0.8571358071551697
-17.72,31.870000000000005,2.18635184609884
-35.67,13.920000000000002,-1.5371331562316801
-28.88,20.710000000000004,-0.051613074349288524
-27.93,21.660000000000004,0.14731693878050134
-28.33,21.260000000000005,0.06378409992166487
-26.34,23.250000000000004,0.4762426221515049
-29.4,20.190000000000005,-0.1613068731636843
-34.86,14.730000000000004,-1.353047866590334
-31.45,18.140000000000004,-0.5997149538566259
-24.08,25.510000000000005,0.9358133666391264
-31.84,17.750000000000004,-0.6842652633112657
-25.99,23.600000000000005,0.5480062349778075
-25.45,24.140000000000004,0.6582925159874982
-30.56,19.030000000000005,-0.40817254524674657
-30.8,18.790000000000003,-0.45963627752219127
-26.55,23.040000000000003,0.43307605791464326
-33.89,15.700000000000003,-1.1353605110281595
-29.18,20.410000000000004,-0.11482668316200184
-23.74,25.850000000000005,1.0041988981181766
-30.82,18.770000000000003,-0.4639311085586676
-21.89,27.700000000000003,1.373078109692091
-31.63,17.960000000000004,-0.6386904190076643
-35.25,14.340000000000003,-1.441409764258898
-19.0,30.590000000000003,1.9392226236741825
-29.84,19.750000000000004,-0.2545869143393377
-23.92,25.67,0.9680183929821268
-27.14,22.450000000000003,0.31135467253369936
-28.26,21.330000000000002,0.07842591904025333
-33.58,16.010000000000005,-1.0663901293709963
-24.6,24.990000000000002,0.8308533078271324
-26.32,23.270000000000003,0.4803494592824158
-34.46,15.130000000000003,-1.2629272402684524
-30.38,19.210000000000004,-0.3696638536785732
-22.83,26.760000000000005,1.186314240295534
-33.88,15.71,-1.1331312400014886
-31.67,17.92,-0.6473627084785856
-30.06,19.530000000000005,-0.3013896300495992
-28.67,20.92,-0.0074775644108341635
-23.91,25.680000000000003,0.9700298103696166
-32.93,16.660000000000004,-0.9226725441402917
-31.21,18.380000000000003,-0.5478732345022833
-24.0,25.590000000000003,0.9519211456476463
-27.32,22.270000000000003,0.2740867047000077
-27.21,22.380000000000003,0.2968690294898116
-25.42,24.17,0.6644043035497836
-30.43,19.160000000000004,-0.3803531109212993
-23.88,25.710000000000004,0.9760630796808892
-35.41,14.180000000000007,-1.4778057257919706
-26.3,23.290000000000003,0.4844555580240489
-33.73,15.860000000000007,-1.0997276696481024
-20.83,28.760000000000005,1.5821015357456687
-30.24,19.350000000000005,-0.3397648327794707
-24.02,25.570000000000004,0.9478951897958058
-24.26,25.330000000000002,0.8995321500556168
-29.25,20.340000000000003,-0.12960441233649683
-23.25,26.340000000000003,1.1024247082509882
-24.31,25.280000000000005,0.8894444744708642
-27.08,22.510000000000005,0.3237634181656857
-18.13,31.460000000000004,2.1074232763978684
-29.18,20.410000000000004,-0.11482668316200184
-30.11,19.480000000000004,-0.31204195800180634
-30.4,19.190000000000005,-0.37393885725756226
-23.34,26.250000000000004,1.0844120929853571
-27.66,21.930000000000003,0.20351906358840655
-32.67,16.92,-0.8655157916519204
-27.82,21.770000000000003,0.17023169220109238
-29.7,19.890000000000004,-0.22486018451961
-23.51,26.080000000000002,1.0503529562173926
-28.33,21.260000000000005,0.06378409992166487
-29.7,19.890000000000004,-0.22486018451961
-26.97,22.620000000000005,0.34649483420294425
-28.5,21.090000000000003,0.02818331168133671
-30.63,18.960000000000004,-0.42316869983241423
-25.88,23.710000000000004,0.5705144087133796
-24.15,25.440000000000005,0.9217103893431875
-24.54,25.050000000000004,0.8429872375462525
-25.1,24.490000000000002,0.7294984400259117
-24.8,24.790000000000003,0.7903627454169533
-29.1,20.490000000000002,-0.09795082641432898
-28.37,21.220000000000002,0.05541281880275324
-19.22,30.370000000000005,1.8965314593169398
-27.77,21.820000000000004,0.18063947683232068
-22.76,26.830000000000002,1.2002689503522723
-30.93,18.660000000000004,-0.48756982794714443
-30.41,19.180000000000003,-0.3760767085591698
-31.36,18.230000000000004,-0.5802575925898682
-36.35,13.240000000000002,-1.6934092061741195
-31.31,18.280000000000005,-0.5694566343876155
-32.74,16.85,-0.8808859582734081
-34.79,14.800000000000004,-1.3372401627495976
-20.79,28.800000000000004,1.5899573187209521
-27.4,22.190000000000005,0.25750295449048366
-36.22,13.370000000000005,-1.6634055187055656
-31.78,17.810000000000002,-0.6712324244611636
-30.33,19.260000000000005,-0.35898041553489873
-31.26,18.330000000000002,-0.558661855150159
-23.33,26.260000000000005,1.086414131972412
-19.76,29.830000000000002,1.791468364437292
-19.72,29.870000000000005,1.7992643809390712
-31.78,17.810000000000002,-0.6712324244611636
-31.36,18.230000000000004,-0.5802575925898682
-28.2,21.390000000000004,0.09096804975469229
-36.76,12.830000000000005,-1.7884438620490253
-30.08,19.510000000000005,-0.3056498757606241
-29.63,19.960000000000004,-0.21001324643394934
-26.08,23.510000000000005,0.5295741287232129
-28.82,20.770000000000003,-0.03899341452529385
-31.62,17.970000000000002,-0.6365229782981746
-17.44,32.150000000000006,2.2401321693239122
-21.1,28.490000000000002,1.5290150094505353
-23.94,25.650000000000002,0.9639950663185167
-33.26,16.330000000000005,-0.9954873091155042
-31.24,18.350000000000005,-0.5543456689971485
-32.66,16.930000000000007,-0.8633211406318237
-36.68,12.910000000000004,-1.769851214426693
-24.46,25.130000000000003,0.8591563575865977
-34.34,15.25,-1.2359887158550948
-24.21,25.380000000000003,0.9096156605940038
-36.56,13.030000000000001,-1.7420073528214581
-28.49,21.100000000000005,0.030279133306363306
-33.55,16.040000000000006,-1.059730478884512
-30.02,19.570000000000004,-0.2928718754170657
