seedEbest_1,seedEbest_1_shifted,seedEbest_1_BoxCox
-4.28,105.82,0.35452735900895704
-6.58,103.52,-0.9785897743487071
-7.03,103.07,-1.2356125666127182
-7.06,103.03999999999999,-1.2527031930254748
-5.31,104.78999999999999,-0.24650124431447326
-5.33,104.77,-0.25810707395549165
-3.36,106.74,0.8968933917399496
-6.9,103.19999999999999,-1.1614893102335517
-3.17,106.92999999999999,1.009553758017392
-2.5,107.6,1.4086067199349834
-7.31,102.78999999999999,-1.3949101466385818
-4.95,105.14999999999999,-0.037175400378259685
-4.01,106.08999999999999,0.5131592692204171
-6.95,103.14999999999999,-1.1900105391828204
-6.07,104.03,-0.685793046014507
-5.43,104.66999999999999,-0.316099306449098
-6.04,104.05999999999999,-0.6685199191364034
-5.49,104.61,-0.35086511525422004
-4.95,105.14999999999999,-0.037175400378259685
-8.7,101.39999999999999,-2.178585570985499
-7.42,102.67999999999999,-1.4573596325176186
-1.57,108.53,1.9671077024503536
-4.72,105.38,0.0969781710843005
-5.61,104.49,-0.4203302953869687
-5.01,105.08999999999999,-0.07211843022902724
-1.65,108.44999999999999,1.9188546644326558
-5.65,104.44999999999999,-0.4434656717850921
-3.74,106.36,0.6722403416967373
-3.94,106.16,0.5543593756843362
-4.97,105.13,-0.04882553903200783
-5.94,104.16,-0.6109028655687896
-4.15,105.94999999999999,0.4308496259003189
-4.38,105.72,0.2958887591492905
-3.04,107.05999999999999,1.086765432127619
-6.21,103.89,-0.7663278136561416
-5.79,104.30999999999999,-0.524361993055648
-1.91,108.19,1.7623052715088567
-1.27,108.83,2.1484087056966423
-4.14,105.96,0.43672488163830153
-6.41,103.69,-0.8811684869912667
-5.02,105.08,-0.07794011429319202
-4.22,105.88,0.3897400846196873
-5.21,104.89,-0.1884351775302235
-4.45,105.64999999999999,0.254878385441855
-6.34,103.75999999999999,-0.8410022170453354
-2.43,107.66999999999999,1.4504586168421636
-5.11,104.99,-0.1303075750045554
-2.5,107.6,1.4086067199349834
-5.13,104.97,-0.14193801868148728
-4.9,105.19999999999999,-0.00803928191607584
-4.77,105.33,0.06778664851442469
-2.07,108.03,1.6661746628049494
-7.79,102.30999999999999,-1.6668718977920591
-5.84,104.25999999999999,-0.5532243239399157
-3.55,106.55,0.7844556009686993
-3.58,106.52,0.766722608928603
-5.69,104.41,-0.4665912070570077
-8.23,101.86999999999999,-1.9149281064101529
-4.41,105.69,0.2783091894567796
-1.06,109.03999999999999,2.2756502731124697
-4.94,105.16,-0.03134940776488536
-1.69,108.41,1.8947429690146511
-1.5,108.6,2.009361539421663
-7.47,102.63,-1.4857212057412525
-4.78,105.32,0.06195019095655052
-6.67,103.42999999999999,-1.030093856116703
-1.92,108.17999999999999,1.7562924776590934
-6.48,103.61999999999999,-0.9213046429062414
-8.94,101.16,-2.312696807001411
-8.15,101.94999999999999,-1.8699153188485131
-7.38,102.72,-1.4346593236927028
-5.57,104.53,-0.3971850774444569
-4.65,105.44999999999999,0.13787216124756252
-3.11,106.99,1.045176964286151
-4.2,105.89999999999999,0.40148258774914636
-5.46,104.64,-0.33348497922673503
-4.38,105.72,0.2958887591492905
-5.68,104.41999999999999,-0.46081074582176385
-3.05,107.05,1.0808223722144956
-7.7,102.39999999999999,-1.6159867887533699
-6.4,103.69999999999999,-0.8754322921963585
-7.23,102.86999999999999,-1.349445676923655
-3.4,106.69999999999999,0.8732037827885427
-4.73,105.36999999999999,0.0911386352446131
-5.43,104.66999999999999,-0.316099306449098
-6.59,103.50999999999999,-0.9843149078534756
-1.94,108.16,1.744268742364304
-4.76,105.33999999999999,0.07362372171567937
-8.92,101.17999999999999,-2.3015343555158254
-3.56,106.53999999999999,0.77854398719982
-5.18,104.91999999999999,-0.17100335832160163
-4.85,105.25,0.021112225521161643
-7.28,102.82,-1.3778655755106988
-6.76,103.33999999999999,-1.0815481714171113
-6.96,103.14,-1.1957129422981647
-6.01,104.08999999999999,-0.6512412589227217
-3.94,106.16,0.5543593756843362
-5.48,104.61999999999999,-0.3450723517619611
-9.65,100.44999999999999,-2.707375933186773
-6.66,103.44,-1.024373638055955
-7.93,102.16999999999999,-1.7459277145647678
-6.45,103.64999999999999,-0.9041071205160077
-3.82,106.28,0.6250583753583536
-5.51,104.58999999999999,-0.3624487967204789
-2.25,107.85,1.5582166435435594
-1.7,108.39999999999999,1.88871658921568
-6.66,103.44,-1.024373638055955
-5.33,104.77,-0.25810707395549165
-5.51,104.58999999999999,-0.3624487967204789
-5.5,104.6,-0.3566572635715398
-5.03,105.07,-0.08376118287642732
-3.36,106.74,0.8968933917399496
-4.62,105.47999999999999,0.15540739272002888
-5.42,104.67999999999999,-0.3103028517705361
-7.27,102.83,-1.3721828238149711
-5.63,104.47,-0.43189921375291074
-3.56,106.53999999999999,0.77854398719982
-1.65,108.44999999999999,1.9188546644326558
-4.17,105.92999999999999,0.41910096255139945
-4.27,105.83,0.360394606671576
-7.67,102.42999999999999,-1.5990140390426266
-6.51,103.58999999999999,-0.9384966345624821
-4.44,105.66,0.26073516265332597
-5.8,104.3,-0.530135689164007
-1.36,108.74,2.0939600227131727
-2.98,107.11999999999999,1.1224367437382636
-5.8,104.3,-0.530135689164007
-7.49,102.61,-1.4970615378832157
-5.38,104.72,-0.28711088078536984
-3.74,106.36,0.6722403416967373
-5.13,104.97,-0.14193801868148728
-2.66,107.44,1.3130587845491333
-3.05,107.05,1.0808223722144956
-5.13,104.97,-0.14193801868148728
-3.59,106.50999999999999,0.760812844413413
-4.97,105.13,-0.04882553903200783
-10.1,100.0,-2.955926131128924
-6.8,103.3,-1.1044007828307807
-3.03,107.07,1.0927091087982506
-4.9,105.19999999999999,-0.00803928191607584
-4.59,105.50999999999999,0.172948165858108
-3.09,107.00999999999999,1.0570563000096327
-5.68,104.41999999999999,-0.46081074582176385
-3.04,107.05999999999999,1.086765432127619
-4.94,105.16,-0.03134940776488536
