seedEbest_1,seedEbest_1_shifted,seedEbest_1_BoxCox
-2.48,107.61999999999999,1.4205613191600022
-3.44,106.66,0.8495240382693884
-4.29,105.80999999999999,0.3486607273069382
-4.23,105.86999999999999,0.3838697570572128
-3.91,106.19,0.5720258067390367
-5.26,104.83999999999999,-0.21747590248305723
-5.1,105.0,-0.12449143003562912
-5.67,104.42999999999999,-0.45502966953568547
-5.48,104.61999999999999,-0.3450723517619611
-6.05,104.05,-0.6742782429020656
-2.27,107.83,1.546233653967388
-6.44,103.66,-0.8983733839698793
-3.73,106.36999999999999,0.6781408608104876
-3.92,106.17999999999999,0.5661363801967448
-2.42,107.67999999999999,1.4564399277928624
-3.83,106.27,0.6191634027910091
-2.44,107.66,1.4444779230380345
-4.89,105.21,-0.0022102115726531776
-5.19,104.91,-0.17681458009275813
-3.11,106.99,1.045176964286151
-3.39,106.71,0.8791252602198536
-5.62,104.47999999999999,-0.42611506211498107
-0.49,109.61,2.6223942527856634
-4.47,105.63,0.2431666785643415
-4.85,105.25,0.021112225521161643
-1.82,108.28,1.8164482033667728
-7.13,102.97,-1.292559826615998
-3.77,106.33,0.6545424821817473
-5.38,104.72,-0.28711088078536984
-5.39,104.71,-0.292909796385315
-3.83,106.27,0.6191634027910091
-2.15,107.94999999999999,1.6181686281004974
-5.04,105.05999999999999,-0.08958163598498499
-4.95,105.14999999999999,-0.037175400378259685
-5.02,105.08,-0.07794011429319202
-3.46,106.64,0.8376878650436529
-3.96,106.14,0.5425848358916021
-2.44,107.66,1.4444779230380345
-4.93,105.16999999999999,-0.025522799618481105
-5.2,104.89999999999999,-0.1826251864935101
-7.9,102.19999999999999,-1.7289973068545035
-4.84,105.25999999999999,0.02694437375695145
-7.5,102.6,-1.502730783163356
-4.3,105.8,0.3427947115590692
-4.03,106.07,0.5013933555408429
-6.54,103.55999999999999,-0.9556830956623598
-6.04,104.05999999999999,-0.6685199191364034
-3.99,106.11,0.5249276474392889
-5.5,104.6,-0.3566572635715398
-8.3,101.8,-1.9542820937273564
-3.72,106.38,0.6840419962393762
-4.97,105.13,-0.04882553903200783
-4.14,105.96,0.43672488163830153
-5.68,104.41999999999999,-0.46081074582176385
-4.67,105.42999999999999,0.12618508554935728
-4.89,105.21,-0.0022102115726531776
-6.0,104.1,-0.6454804758573492
-5.06,105.03999999999999,-0.10122069580464362
-4.04,106.05999999999999,0.4955113228871954
-4.09,106.00999999999999,0.4661104012221787
-5.64,104.46,-0.4376827503074844
-5.65,104.44999999999999,-0.4434656717850921
-4.18,105.91999999999999,0.4132275549276464
-6.35,103.75,-0.8467420994107122
-3.73,106.36999999999999,0.6781408608104876
-5.11,104.99,-0.1303075750045554
-5.24,104.86,-0.20586145852211937
-2.05,108.05,1.678182345106756
-2.43,107.66999999999999,1.4504586168421636
-6.35,103.75,-0.8467420994107122
-4.81,105.28999999999999,0.04444451207833044
-5.98,104.11999999999999,-0.633957065196331
-5.45,104.64999999999999,-0.3276903701706631
-6.17,103.92999999999999,-0.7433301749022954
-7.09,103.00999999999999,-1.269788292148797
-5.82,104.28,-0.541681236470359
-4.75,105.35,0.07946141056678278
-4.66,105.44,0.1320283155410772
-4.38,105.72,0.2958887591492905
-5.1,105.0,-0.12449143003562912
-4.9,105.19999999999999,-0.00803928191607584
-5.02,105.08,-0.07794011429319202
