Model,Feature Set,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std
LogisticRegression,Without seedEbest_1,0.598650472334683,0.10358132540186,0.602178362573099,0.108813859584867,0.573157894736842,0.11588990859487,0.586870554765292,0.112407287949156
RandomForest,Without seedEbest_1,0.613900134952767,0.0742895061393282,0.619129686962504,0.078674099209715,0.593157894736842,0.0796738504007001,0.605405405405405,0.0769519153299554
GradientBoosting,Without seedEbest_1,0.577867746288799,0.0969582800112752,0.580054179566564,0.0974754772813284,0.541578947368421,0.121809987809678,0.559267399267399,0.108575410621145
SVM,Without seedEbest_1,0.624966261808367,0.0590692436864669,0.617127601612727,0.055494585809564,0.656842105263158,0.0822401051984194,0.635263157894737,0.0637258852556227
LogisticRegression,Without E_3,0.604048582995951,0.0752467873141077,0.607852965747703,0.0778895506742989,0.572631578947368,0.108088401288366,0.587981399534673,0.0935311705729976
RandomForest,Without E_3,0.624291497975708,0.130078926841321,0.629785247432306,0.13945091817503,0.613157894736842,0.125545899388174,0.620677337750509,0.13027650429813
GradientBoosting,Without E_3,0.593252361673414,0.0908958728222047,0.579152426520848,0.0773461600287063,0.62421052631579,0.1554049308123,0.598335956169494,0.113211357362603
SVM,Without E_3,0.588259109311741,0.115191811198417,0.577963386727689,0.10087053079646,0.636315789473684,0.141933619535932,0.604395604395604,0.116803302372875
LogisticRegression,Without seedNumber_3,0.578002699055331,0.0935813512335707,0.578245614035088,0.103519938605379,0.541578947368421,0.121809987809678,0.5586576812583,0.113842899154477
RandomForest,Without seedNumber_3,0.567206477732794,0.101059350157867,0.565318041092035,0.108611323383819,0.540526315789474,0.133476838747381,0.551445279866333,0.119926916134108
GradientBoosting,Without seedNumber_3,0.598515519568151,0.128524355744228,0.588543417366947,0.12153371815446,0.603684210526316,0.165965654091291,0.595237676701091,0.143492325542877
SVM,Without seedNumber_3,0.61970310391363,0.109952637127712,0.599522779280216,0.0952397028230698,0.687894736842105,0.155058741438201,0.639188881294144,0.119634504930719
LogisticRegression,Without E_diff_12,0.567611336032389,0.0433351804363175,0.568524844720497,0.0383269197770908,0.541052631578947,0.114267509432521,0.550574571291931,0.0709676527320159
RandomForest,Without E_diff_12,0.557219973009447,0.0781776146585986,0.556900584795322,0.084416495998647,0.510526315789474,0.121850914766213,0.530856553147575,0.10240478568332
GradientBoosting,Without E_diff_12,0.568016194331984,0.12480789071652,0.560794783206952,0.105648388889885,0.583684210526316,0.161814503422918,0.570096412201675,0.128660008728001
SVM,Without E_diff_12,0.573144399460189,0.084409260634721,0.558733790999237,0.0598786845218907,0.636315789473684,0.160266398722742,0.591455226695501,0.0980973478479918
LogisticRegression,Without pumin1_4u,0.593522267206478,0.0799925053083914,0.591658926728586,0.0878002993644551,0.592631578947368,0.115194644381511,0.589998773156668,0.096437080119218
RandomForest,Without pumin1_4u,0.598515519568151,0.104240857438167,0.597560568086884,0.100023599802891,0.60421052631579,0.107883182950054,0.600634464819317,0.103215151399059
GradientBoosting,Without pumin1_4u,0.561943319838057,0.0968669487313796,0.556183574879227,0.0913691971220866,0.582105263157895,0.122919246964168,0.567945655852633,0.104651738637854
SVM,Without pumin1_4u,0.598650472334683,0.0712755051846584,0.587904543968617,0.0646890647953642,0.645263157894737,0.0922239836370927,0.614969400244798,0.0773988308747482
LogisticRegression,Without pumin5_8u,0.593657219973009,0.100494424085946,0.589748803827751,0.100523625646922,0.593684210526316,0.126245594531073,0.59077694235589,0.113140993528231
RandomForest,Without pumin5_8u,0.60391363022942,0.0775080158391288,0.597812754392375,0.0746827142369513,0.624736842105263,0.102700381796041,0.60999456004352,0.0868971405904846
GradientBoosting,Without pumin5_8u,0.577327935222672,0.110685623204579,0.573581011351909,0.109937688641977,0.572631578947368,0.135393138448956,0.572433648223122,0.121698118544544
SVM,Without pumin5_8u,0.614439946018893,0.100818478211987,0.591488825184477,0.0854896625662049,0.698421052631579,0.159740093611232,0.638121956329557,0.115959420903553
LogisticRegression,Without pumin1_4d,0.583670715249663,0.0654374818481405,0.585233918128655,0.0572674087307298,0.583684210526316,0.0789894624621247,0.582945200839938,0.0618799239437209
RandomForest,Without pumin1_4d,0.593387314439946,0.0561630546845663,0.594789915966387,0.054424148430893,0.562105263157895,0.109514162556968,0.575689325689326,0.0833998569139019
GradientBoosting,Without pumin1_4d,0.57246963562753,0.0922405861306144,0.569891796183356,0.0890209397714895,0.541052631578947,0.158888103276743,0.550357142857143,0.119863894637173
