Pu2_1,Pu2_1_BoxCox
3.28774e-06,-0.5741550992690019
4.57876e-05,0.25495573496511315
0.00354769,1.2463536410891902
4.38994e-08,-1.1956613208930404
0.00392848,1.2637877743269021
2.26227e-06,-0.685915570614744
6.16518e-06,-0.37435121192380005
0.000975193,1.0050545406740872
2.70382e-05,0.09772722790823496
7.49478e-05,0.39463628294339115
1.49209e-07,-1.149779205153675
4.85993e-06,-0.45106346839246025
0.00348792,1.243426401264646
2.36073e-07,-1.115363041691037
0.000494201,0.861495803735927
9.11336e-06,-0.2473296068220302
0.013814,1.461364351752492
4.9032e-09,-1.2139908160463235
4.65952e-09,-1.2141078585541196
1.78332e-06,-0.7526283528263836
3.92944e-05,0.21012456746283695
2.70448e-07,-1.1024888673106652
7.88674e-05,0.40866251077602117
8.51869e-10,-1.215940884087973
1.90874e-06,-0.7339752813729233
0.173737,1.7756401991867732
1.35913e-08,-1.2098385734852184
0.000108921,0.4956411413121452
1.09891e-07,-1.1663338295776406
0.0105256,1.4212584106760704
1.04429e-07,-1.16868573802109
0.000129095,0.5401353443051207
0.00918773,1.4006831555602062
3.60938e-05,0.1849243442506898
0.0556486,1.646650208634557
0.00106167,1.0221587944794284
2.00857e-06,-0.7197641670876154
0.0537892,1.6425077773345786
6.3783e-06,-0.36333189527888116
1.99182e-07,-1.1296359306306536
2.86986e-06,-0.6156306040115459
4.6987e-08,-1.1942431052975904
0.00104378,1.0187521101074326
1.06193e-05,-0.1977071561217
4.46408e-06,-0.47820385783948427
1.75327e-06,-0.7572382762370433
0.00119577,1.0458010842507866
2.44174e-05,0.06641714317377582
9.68011e-13,-1.216351586490996
5.71063e-05,0.3184829979076164
6.71682e-12,-1.2163488104063793
0.000105282,0.4866374880011831
5.61441e-05,0.31364840112591075
0.000105282,0.4866374880011831
0.0286845,1.5625794825190642
0.0218561,1.526003529988038
5.90804e-05,0.32812562697564873
9.75432e-06,-0.225254871747524
0.00966824,1.4084401265241533
0.0566023,1.6487148452639013
0.000659717,0.9239955759181028
0.0187566,1.5048711001403736
8.30125e-07,-0.9353466736387013
4.10047e-06,-0.5051606591810145
1.79876e-07,-1.1373037918488782
4.13698e-09,-1.2143589487780473
3.04683e-09,-1.2148832602643387
1.24812e-06,-0.8444878943983473
0.00151692,1.092041240822352
1.62401e-05,-0.06130980786744302
0.00348792,1.243426401264646
3.99875e-09,-1.2144253954859758
2.36015e-05,0.05592130815958822
1.59782e-11,-1.216344338148344
2.20561e-07,-1.1213052979401137
4.06528e-05,0.22014659004604964
0.0382914,1.6000911431830886
0.000851242,0.9773074313621223
6.65591e-07,-0.9777490412333536
0.0118551,1.4389745925485664
2.4006e-05,0.06117305016825651
1.6951e-08,-1.2082436308132822
2.00857e-06,-0.7197641670876154
0.000323155,0.7654271140421453
6.21702e-05,0.3425234790900486
3.60938e-05,0.1849243442506898
2.42198e-08,-1.2048131450827935
0.154254,1.7630143424407054
0.294214,1.829334230676185
1.92527e-07,-1.1322633293337585
9.34977e-07,-0.9105066253595214
1.30276e-09,-1.2157234129392944
1.21686e-07,-1.1612991304203446
1.59821e-13,-1.2163519767652435
0.0010089,1.011917114176742
1.30276e-09,-1.2157234129392944
0.000140542,0.5620508663224426
1.2805e-07,-1.1586073570877113
4.38886e-06,-0.4836113571767645
5.52117e-07,-1.0098407590275398
0.00115581,1.0390812345054685
