Pu2_1,Pu2_1_BoxCox
8.73754e-09,-1.21215333249873
0.000197424,0.6475374156340071
0.0730347,1.6791584246798987
5.1609e-11,-1.2163271327098841
1.86048e-05,-0.018323141470903352
5.90949e-07,-0.9985693946205331
0.00289328,1.2108080589459387
0.000200808,0.6517218068757387
5.76147e-08,-1.1893972908945367
1.68056e-07,-1.142068470602213
1.90921e-08,-1.2072302840988518
1.75327e-06,-0.7572382762370433
1.2805e-07,-1.1586073570877113
0.00337138,1.2375529042437874
0.000958762,1.0016118423063995
7.0629e-06,-0.3302206121215369
8.23001e-06,-0.28048043463789996
0.00983393,1.4110147104557575
0.000155627,0.5880620945451657
3.64152e-08,-1.199118705385374
0.000112686,0.5046099088770584
3.86418e-07,-1.0617855615240306
7.00229e-05,0.3758100660532585
1.79876e-07,-1.1373037918488782
2.06118e-09,-1.2153578648249248
0.000556623,0.8875028225835756
3.73507e-07,-1.0661237063893207
0.000172331,0.6137594719864684
0.000312357,0.7575222472689715
0.000851242,0.9773074313621223
0.00367033,1.2521898279371058
0.00192432,1.1369217676002852
4.81941e-07,-1.0310392821098198
0.000166573,0.6052288079150565
3.70301e-06,-0.5372214086485299
3.89668e-06,-0.5212331082044228
2.02546e-05,0.008343876534557709
3.99678e-05,0.21513956404265527
0.000105282,0.4866374880011831
6.11227e-05,0.3377329169029924
2.24341e-07,-1.1198494694193721
0.000184451,0.6307170012820448
0.00611077,1.3368004379764786
3.86608e-11,-1.216333385070565
0.00075578,0.9526394213765759
0.386134,1.8556818126667882
0.0100025,1.4135843961473449
1.66614e-06,-0.7709319286009819
3.73415e-05,0.1950293062860363
8.51869e-10,-1.215940884087973
8.96421e-10,-1.21591939111214
8.80884e-06,-0.25837637236473193
4.27894e-07,-1.0481513344909736
0.000438779,0.835102516411632
0.000175284,0.618011507263814
9.67061e-05,0.4639692488368865
7.75386e-05,0.403995962774575
7.18394e-06,-0.3246965103255965
0.000200808,0.6517218068757387
3.40139e-06,-0.5636594148176686
5.80849e-05,0.3233083877324299
2.04299e-06,-0.7149870953809521
0.000403039,0.816010905953264
0.0694049,1.6731477539488067
1.09891e-07,-1.1663338295776406
7.12404e-07,-0.9652203912533003
5.56759e-06,-0.40733332620120993
1.55665e-06,-0.7888723256791521
0.0163726,1.4857421810466933
2.8215e-06,-0.6207540521716616
5.56759e-06,-0.40733332620120993
4.06628e-07,-1.055085462510826
0.00170852,1.1146490593513498
1.46659e-05,-0.09378843666140808
3.04609e-07,-1.0900777365791692
0.00386229,1.2608976600318256
0.00465609,1.2923514164686634
8.5861e-05,0.4318623975294133
1.78376e-08,-1.2078237267012122
9.03515e-05,0.4456759618039088
0.00392848,1.2637877743269021
0.00788481,1.3771111235009157
4.902e-07,-1.028486360737702
0.0019573,1.1400767247397845
3.7674e-08,-1.1985352298159302
3.93137e-09,-1.2144577885662469
8.3731e-08,-1.1777185742213145
1.45436e-06,-0.8064326513799508
0.121596,1.7371856348852124
1.95826e-07,-1.1309588235855044
1.41828e-09,-1.2156677137456655
4.85993e-06,-0.45106346839246025
3.70301e-06,-0.5372214086485299
0.00011858,0.5179991483599475
7.95892e-10,-1.2159678902909978
0.216685,1.7985923613941281
0.0214878,1.5236752850674808
0.00950534,1.4058599945878827
1.20671e-08,-1.2105641178249373
0.000218614,0.6725107767061027
2.30161e-08,-1.2053793294641946
1.68056e-07,-1.142068470602213
6.88769e-09,-1.2130388294958006
0.000556623,0.8875028225835756
1.50538e-10,-1.2162793653886956
9.11336e-06,-0.2473296068220302
0.000138174,0.557685042470681
9.92149e-06,-0.21974062383738047
2.61348e-05,0.08732099496817965
3.79814e-05,0.20006910463116945
1.3359e-06,-0.8278290178863995
4.28104e-11,-1.2163313813229844
2.16791e-05,0.02955793704721863
0.0012583,1.055824996323415
0.815537,1.9236456777030753
6.32822e-11,-1.2163214960928337
7.3685e-05,0.3899429632171423
0.000116582,0.5135452378026371
0.0207698,1.5190043649507774
1.56974e-05,-0.07211540180573077
2.99403e-05,0.12876404218915508
2.61348e-05,0.08732099496817965
5.80849e-05,0.3233083877324299
0.000424117,0.8274895713917345
2.57007e-07,-1.1074755609814544
0.000991905,1.0084898123824084
