Model,Feature Set,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std
SVM,"E_1, Pu1_1, Pu2_1, seedNumber_1, seedNumber_3, E_diff_12, pumin1_4u, pumin1_4d",0.7,0.12472191289246469,0.701111111111111,0.12592374725784167,0.7333333333333332,0.0888888888888889,0.7139417170376923,0.10367335349861011
SVM,"E_1, Pu1_1, Pu2_1, seedNumber_1, seedNumber_3, E_diff_12, pumin1_4d, pumin5_8d",0.7,0.12472191289246469,0.695050505050505,0.12814531721546685,0.7333333333333332,0.11331154474650632,0.7115858273133815,0.1153828437468043
SVM,"E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedNumber_3, E_diff_12, pumin1_4d, pumin5_8d",0.7,0.11439589045541113,0.6937878787878787,0.12023889596485261,0.7333333333333332,0.11331154474650632,0.7106707946336429,0.10707459371657653
SVM,"E_1, Pu2_1, E_hybrid_1, seedNumber_1, seedNumber_3, E_diff_12, pumin1_4d, pumin5_8d",0.7,0.11439589045541113,0.6937878787878787,0.12023889596485261,0.7333333333333332,0.11331154474650632,0.7106707946336429,0.10707459371657653
SVM,"E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedNumber_3, E_diff_12, pumin1_4d",0.6888888888888889,0.10304020550550783,0.6883838383838383,0.10767885229281964,0.711111111111111,0.08888888888888889,0.6975507395940832,0.0919451772652519
SVM,"E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, E_diff_12, pumin1_4u, pumin1_4d",0.7,0.10304020550550778,0.7061111111111111,0.10462159916740747,0.6888888888888889,0.10886621079036345,0.69625042999656,0.10385299136861043
SVM,"E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedNumber_3, pumin1_4d, pumin5_8d",0.6888888888888889,0.11967032904743342,0.6854545454545454,0.12323631803427361,0.711111111111111,0.13333333333333333,0.694984520123839,0.11759986017537048
SVM,"Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, E_3, seedNumber_3, E_diff_12, pumin1_4d, pumin5_8d",0.6777777777777777,0.12862041003100252,0.6742424242424242,0.11877860198779272,0.711111111111111,0.11331154474650632,0.690299277605779,0.11155845073304227
SVM,"E_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, E_diff_12, pumin1_4u, pumin1_4d",0.6888888888888889,0.10304020550550778,0.6894444444444444,0.10292631908551779,0.6888888888888889,0.10886621079036345,0.688407292741658,0.10430922316285872
SVM,"Pu1_1, E_hybrid_1, seedNumber_1, seedNumber_3, E_diff_12, pumin1_4u, pumin1_4d, pumin5_8d",0.7,0.090267093384844,0.7192857142857143,0.0986542095463974,0.6666666666666666,0.12171612389003689,0.6873839009287925,0.09454720087076514
SVM,"E_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",0.7,0.0968644209675705,0.7123015873015872,0.09270778926267352,0.6666666666666667,0.12171612389003689,0.6870915032679739,0.10505659199637729
SVM,"E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",0.7,0.0968644209675705,0.7123015873015872,0.09270778926267352,0.6666666666666667,0.12171612389003689,0.6870915032679739,0.10505659199637729
SVM,"E_1, Pu2_1, E_hybrid_1, seedNumber_1, E_3, seedNumber_3, E_diff_12, pumin1_4d, pumin5_8d",0.6666666666666666,0.12668615834434868,0.6665151515151515,0.1344823084141567,0.711111111111111,0.08888888888888889,0.6854076367389061,0.10645495016630119
SVM,"E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, E_3, seedNumber_3, E_diff_12, pumin1_4d, pumin5_8d",0.6666666666666666,0.12668615834434868,0.6665151515151515,0.1344823084141567,0.711111111111111,0.08888888888888889,0.6854076367389061,0.10645495016630119
SVM,"E_1, Pu1_1, Pu2_1, E_3, seedNumber_3, E_diff_12, pumin1_4u, pumin1_4d, pumin5_8d",0.6555555555555556,0.13333333333333333,0.6474747474747474,0.13485510519821117,0.7333333333333332,0.0888888888888889,0.6853968253968252,0.11158357599506663
SVM,"Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, E_3, seedNumber_3, E_diff_12, pumin5_8d",0.6444444444444445,0.12957670877434002,0.6296814296814297,0.11564382156749041,0.7555555555555555,0.08314794192830981,0.6846464646464645,0.09874717717226075
SVM,"E_1, Pu1_1, Pu2_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",0.6666666666666666,0.12171612389003689,0.6626262626262626,0.1254478763334143,0.711111111111111,0.08888888888888888,0.6844444444444444,0.1064813204507639
SVM,"Pu2_1, E_hybrid_1, seedNumber_1, E_3, seedNumber_3, E_diff_12, pumin1_4d, pumin5_8d",0.6666666666666666,0.12668615834434868,0.6575757575757576,0.11266860643512487,0.711111111111111,0.11331154474650632,0.6824561403508771,0.11156570593392733
SVM,"E_1, Pu2_1, E_hybrid_1, seedNumber_1, seedNumber_3, E_diff_12, pumin1_4u, pumin1_4d",0.6777777777777778,0.1133115447465063,0.6785353535353535,0.1141112412072545,0.6888888888888889,0.10886621079036345,0.682091503267974,0.10843340147100902
SVM,"E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedNumber_3, E_diff_12, pumin1_4u, pumin1_4d",0.6777777777777778,0.1133115447465063,0.6785353535353535,0.1141112412072545,0.6888888888888889,0.10886621079036345,0.682091503267974,0.10843340147100902
