,E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
mean,-16.814361233480174,0.0038683906313231545,0.012335501150902792,-28.519779735682818,8.374449339207048,-4.901762114537445,-8.858678414096916,3.052863436123348,-8.158502202643172,0.361770028269163,0.27134841278414096,0.2600720551057269,0.23920644922555068
std,3.7036001274882815,0.008761738178569276,0.06674260855273428,4.763114865884009,2.5858462661660955,1.7201434072164445,4.41140898343531,1.564774912092974,2.2332082271061506,0.272953540745652,0.2418531107795486,0.23269024404269098,0.2262980315821159
