Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,pumin1_4d,pumin5_8d,Y
-0.423442992213331,-0.1848218504018515,-1.1442554752048055,0.2419133221405401,0.3614594643266327,2.008129023484549,-1.9509920644369048,-0.3866993026541256,-0.3245562885017825,0
-0.4119371702011442,-0.1818639908464519,-1.1694490729614984,1.4020750994483415,-0.9756383557451752,-0.7642278461512596,0.605286138317366,-0.2516566835306745,0.5558932611784634,1
-0.1899007477069864,-0.1848211180786615,1.05388592906654,-1.3049690476031954,1.006754499230853,-1.6120295380922185,0.605286138317366,-0.7767831257788584,-0.9431971976658542,0
-0.4413024758923504,-0.1848194633441165,-1.4150866510892408,-0.1448072702953937,1.3962569076865536,1.7361070902414608,-0.6728529630597696,-0.9815969124336024,-0.9102049973015712,0
-0.3999683122116985,-0.1848200627513148,0.7746568872632081,-1.6916896400391292,0.5184231214654973,0.7590949800100353,-1.3119225137483377,0.3849045982256185,-0.3463125537488951,0
-0.41859075865721,-0.134308822284345,-0.4640283357741316,0.628633914576474,-1.1907367007132486,-0.700756061727872,-0.6728529630597696,0.280624764320987,-0.6144284519553868,1
-0.3931039208347558,-0.1847161583617445,-1.5137615756362828,-0.1448072702953937,-0.3070894457092709,0.2921239946094001,-0.6728529630597696,-0.2431518147161618,-0.440506921463778,0
3.0035375210189263,-0.1831336145821356,0.694877161033684,0.628633914576474,-1.4639697335105308,0.3147924890463243,0.605286138317366,0.5833933668029824,1.5986778508198047,1
-0.4400730143653731,-0.1822399575721182,0.6381915660811279,-0.1448072702953937,0.6753867786043615,-0.0161675297327664,-0.0337834123712018,-0.9958791184352872,-0.3716486115127008,1
-0.3992564671561985,-0.1801419574633966,-0.3443587464298462,0.628633914576474,0.5591174029459436,-0.6554190728540241,0.605286138317366,-0.5441433766449482,-0.4507694941594547,1
-0.4093148594756082,-0.172067879873603,-0.0399361068698223,0.628633914576474,-0.0396698816949094,0.0563716524653904,0.605286138317366,-0.921139027497872,-0.8823038266380125,1
-0.4403379846204394,-0.1298296746081825,-0.3863480760243322,0.628633914576474,-0.6035763536382374,-0.7188908572774113,0.605286138317366,-0.7513972741962015,-0.975724347586418,1
-0.3922742909312077,-0.1559900246133887,0.1049270802311548,-0.1448072702953937,0.4370345585046043,-0.6644864706287935,0.605286138317366,0.399369751304329,-0.8177906715834471,1
-0.4411706321900557,-0.1823262292975551,-0.4178400732201972,-1.3049690476031954,1.0823295934088248,-1.521355560344522,0.605286138317366,-1.0528370715051565,-0.4624925302877532,1
