pumin1_4u,pumin1_4u_BoxCox
0.7149473,1.1879145634347443
0.3470897,0.19857024553750582
0.3686423,0.2702258868644551
0.06817314,-1.1928013292958075
0.2401849,-0.2025957533347287
0.2798245,-0.04353342960198828
0.6252395,0.9813391681871816
0.9151312,1.599564085676409
0.1041302,-0.9153947095352334
0.6810907,1.11184145380651
0.1060944,-0.9020015522741908
0.2040979,-0.361422361311439
0.07524854,-1.132408163011011
0.8958031,1.5622838322231383
0.2917839,0.0018284729877562935
0.04227938,-1.452559403801764
0.05418281,-1.3240939735905335
0.6190795,0.9665334236454389
0.3639805,0.2549394663588717
0.6178988,0.9636857228765588
0.1588787,-0.5857979815556613
0.3963653,0.35887256657829736
0.1314672,-0.7406778964504208
0.02346506,-1.7095399064155257
0.561284,0.8232020145399727
0.4674979,0.570860236779339
0.4109173,0.40395218105979047
0.08751728,-1.0351256273920009
0.474165,0.5897298779479458
0.544691,0.780465059897431
0.1092522,-0.8807710610581396
0.4718209,0.5831133007905491
0.4362611,0.48028003156694227
0.1579799,-0.5906160181389453
0.4588608,0.5461788211263318
0.1911825,-0.42224551838613317
0.5304324,0.7431265227843261
0.6205298,0.9700270107137748
0.2345071,-0.2266093117135484
0.2396387,-0.20489126913986194
0.08704024,-1.0387530232395918
0.8818158,1.5350098334294442
0.1333563,-0.7294279543665405
0.8705114,1.5127813158240448
0.5168287,0.706950245650079
0.4754387,0.5933170483787313
0.3810902,0.31049619265038797
0.08926049,-1.0219680131351587
0.9081996,1.5862479220630936
0.1328447,-0.7324653506359523
0.1575803,-0.5927632442513441
0.572681,0.8521285145744795
0.8242507,1.4200067076299536
0.8171435,1.405485088412471
0.1628809,-0.5645358512961055
0.05963935,-1.2707590742006543
0.01316985,-1.9075807273812369
0.3982298,0.36470208431249096
0.2388474,-0.20822231590704499
0.1939641,-0.40894705516589575
0.05508077,-1.3151070714820505
0.4749974,0.5920748368835865
0.1282927,-0.7597981599701936
0.1178844,-0.824510344660532
0.06360886,-1.233735012146743
0.03806388,-1.5031047218125548
0.8240002,1.419496130513981
0.2991515,0.029232885808077255
0.03997857,-1.4797602201044922
0.4468828,0.5114952547492206
0.08192337,-1.0784173922946472
0.1145178,-0.8461552485970806
0.4378804,0.4850674295594052
0.7364233,1.2350792898980878
0.1508138,-0.6296184358112153
0.5220588,0.720923951928287
0.5871645,0.8884058662864103
0.8043115,1.3790776417243569
0.5010028,0.6641546348667224
0.3733146,0.2854334164817585
0.2666553,-0.09481956712698715
0.8342419,1.4402973675637916
0.333817,0.153136605917047
0.2043652,-0.36018774086549143
0.01823093,-1.8019227105334468
0.7845695,1.3379628945338995
0.1411953,-0.6837170121453107
0.2314699,-0.23959491204732225
0.2862894,-0.018874013389258513
0.1249074,-0.7804963080772716
0.6233772,0.9768721306055679
0.2646537,-0.10274366031218951
0.068663,-1.1885048157015412
0.2330128,-0.23298581256602388
0.3701279,0.275073451420418
0.2027515,-0.36765565256404725
0.1993217,-0.3836447385707307
0.1821093,-0.4664295557920998
0.6132461,0.952432820197001
0.208086,-0.34309932347208255
0.9146639,1.5986682277257906
0.3558339,0.22794801728752354
0.5878635,0.8901433339567557
0.4529738,0.5291996055461873
0.6634599,1.0713464093016496
0.144283,-0.6661212250392304
0.3302372,0.14070189261965335
0.9281287,1.62437480647914
0.7097374,1.176347967090128
0.252414,-0.15198152143977933
0.4342036,0.47418205640240185
0.1811889,-0.4709831356855678
0.4078005,0.3943766373088216
0.1574077,-0.5936916871713331
0.147471,-0.6481840383086012
0.6836936,1.1177675967827827
0.1478023,-0.6463330830185556
0.6678245,1.0814293837274942
0.7966278,1.3631466578934621
0.03073647,-1.5994569862493533
0.005752672,-2.1204546342084494
0.1245268,-0.7828438178666814
0.07042342,-1.173210977507366
0.8520565,1.4761255972380705
0.2354983,-0.22239278157966674
0.1231599,-0.7913096121351335
0.7768869,1.3217992240552048
0.538663,0.7647505188229513
0.2664076,-0.0957982861877387
0.2278398,-0.25524723320882353
0.0582293,-1.284257621062644
0.1265534,-0.7703919105047369
0.004670553,-2.1634787789963377
0.7928335,1.3552465115666479
0.1014278,-0.9340657917214138
0.4587431,0.5458406075837404
0.5187483,0.7120885958989441
0.7618306,1.2898477596634579
0.953106,1.6714877443712408
0.1791739,-0.4809997077142201
0.4622245,0.5558230674200766
0.7753653,1.3185867744499273
0.1673659,-0.5410696926524639
0.826337,1.4242555408003474
0.8632937,1.498500061252485
0.7761382,1.320219006675223
0.2692562,-0.08457484977332114
0.682295,1.1145849871898432
0.052957,-1.3365041839545257
0.01425851,-1.88307125790951
