pumin1_4u,pumin1_4u_BoxCox
0.3303994,0.14126701169326145
0.1346798,-0.721601831048916
0.4357253,0.47869366570514493
0.0112091,-1.954918382566298
0.1467743,-0.6520844349605166
0.5537121,0.8037930376934465
0.3096491,0.06760440154006156
0.06713705,-1.201948792731146
0.4792669,0.604064756238228
0.877831,1.5271934564209526
0.08137146,-1.0827814872294286
0.8266736,1.424940450587379
0.02042221,-1.761568316651441
0.424214,0.4443315399083277
0.2302802,-0.24470871915663106
0.697014,1.1478895988983804
0.2978247,0.02432720068709337
0.4662202,0.5672260263100346
0.8223003,1.416028932921093
0.1139545,-0.8498131618787476
0.7060408,1.1681108490727292
0.5679471,0.8401548596420463
0.0008735421,-2.4024837667655223
0.6138378,0.9538666630805164
0.2676057,-0.09106925926500378
0.6393409,1.0149133223742033
0.2902456,-0.0039444105814080204
0.1982033,-0.3888933549237118
0.02717174,-1.651255508271636
0.3894547,0.33712458717328403
0.1208723,-0.8056018560322568
0.08891416,-1.0245700102920836
0.5072974,0.6812698094839517
0.07707229,-1.1173865405879084
0.00962176,-1.9969389338386625
0.6609031,1.0654216870938014
0.07266604,-1.1540492085337593
0.4055138,0.387324031117798
0.2182085,-0.29749788500283153
0.1206355,-0.807090340532701
0.861764,1.4954643476378024
0.2296416,-0.24746006915672117
0.6511048,1.0425913430050955
0.7332417,1.2281433543219784
0.4042189,0.3833199738636631
0.03537821,-1.5370407155328965
0.1024385,-0.9270490309135601
0.329789,0.13913947759346232
0.1489531,-0.6399224607834108
0.4190063,0.4286064849363107
0.122415,-0.7959463029841309
0.641321,1.0195928668871534
0.2224705,-0.2786691554386985
0.5451849,0.7817480900869835
0.4292165,0.4593307329548109
0.9873714,1.7349570023176164
0.08299017,-1.070030540852343
0.06652945,-1.2073517424427285
0.2893348,-0.007370891747912093
0.5667476,0.8371116277886763
0.1514836,-0.6259275326437842
0.1107101,-0.8710907165025373
0.082195,-1.0762758732050322
0.4695441,0.5766682083266543
0.4369639,0.48235911028413775
0.01286162,-1.9147344285679593
0.09461228,-0.9824899617710998
0.1073128,-0.8937666786407746
0.6551085,1.0519442666991918
0.243899,-0.18706706174303436
0.03788914,-1.5052691805896283
0.03902208,-1.4913380777771728
0.1250476,-0.7796326231646942
0.03354387,-1.5610966209825365
0.4262322,0.4503952043546471
0.9140388,1.5974694326274257
0.7179224,1.194497478133108
