E_3,E_3_shifted,E_3_BoxCox
-4.84,112.27,0.9786557844560778
-5.06,112.05,0.9377838491423669
-13.37,103.74,-1.0990009273242265
-10.71,106.4,-0.3201634932907354
-5.59,111.52,0.8378746739310735
-6.07,111.03999999999999,0.747048151011716
0.0,117.11,1.7370572508327136
-10.89,106.22,-0.3701180808963821
-14.75,102.36,-1.5622161942129502
0.0,117.11,1.7370572508327136
-5.83,111.28,0.7924614124713948
-6.18,110.93,0.7243415202818766
-12.51,104.6,-0.8310626847121217
0.0,117.11,1.7370572508327136
-13.75,103.36,-1.2216167332653594
-14.47,102.64,-1.4645776820746408
-8.68,108.43,0.186194371984683
-14.59,102.52,-1.5054496173883516
-11.07,106.03999999999999,-0.41780200542904483
0.0,117.11,1.7370572508327136
-12.23,104.88,-0.747048151011716
-11.81,105.3,-0.6244323450705833
0.0,117.11,1.7370572508327136
-10.57,106.53999999999999,-0.2838328841229924
-13.85,103.26,-1.2556766793601184
-13.51,103.6,-1.1444141887839054
-12.57,104.53999999999999,-0.8492279892959933
-12.49,104.62,-0.8265213585661538
-10.71,106.4,-0.3201634932907354
-13.99,103.12,-1.3010899408197971
-8.63,108.48,0.1975476873496027
-9.65,107.46,-0.04768392453266272
-7.0,110.11,0.5563124528810651
0.0,117.11,1.7370572508327136
-12.07,105.03999999999999,-0.7016348895520372
-13.27,103.84,-1.0672116443024513
-11.35,105.76,-0.49500454991049875
-13.29,103.82,-1.0740236335214033
-14.61,102.5,-1.5122616066073036
-10.03,107.08,-0.14305177359798818
-5.51,111.6,0.8537693154419611
0.0,117.11,1.7370572508327136
-13.89,103.22,-1.267029994725038
-14.23,102.88,-1.382833811447219
-13.95,103.16,-1.2897366254548774
-9.13,107.98,0.07947320755443787
-13.43,103.68,-1.119436894981082
-7.49,109.62,0.45413261459678783
0.0,117.11,1.7370572508327136
-6.93,110.18,0.5722070943919527
-8.57,108.53999999999999,0.21117166578750635
-12.53,104.58,-0.8378746739310735
-9.85,107.26,-0.09763851213830939
-12.13,104.98,-0.7175295310629248
-6.53,110.58,0.6539509650193744
-8.17,108.94,0.3019981887068639
-4.35,112.76,1.0649409812294675
-4.49,112.62,1.042234350499628
-8.31,108.8,0.2724795687580727
-15.81,101.3,-1.9482289166202198
-7.55,109.56,0.4405086361588842
-12.81,104.3,-0.9241598707044633
-14.97,102.14,-1.6394187386944041
-10.63,106.48,-0.29972752563387994
-1.71,115.4,1.494096302023432
-5.14,111.97,0.9241598707044633
-11.55,105.56,-0.5517711267350972
-14.31,102.8,-1.4100817683230262
-9.41,107.7,0.011353315364919696
-17.11,100.0,-2.465940097260558
-15.05,102.06,-1.6689373586431953
-9.29,107.82,0.0408719353137109
-11.43,105.68,-0.5177111806403382
0.0,117.11,1.7370572508327136
-6.81,110.3,0.597184388194776
-9.11,108.0,0.08401453370040575
0.0,117.11,1.7370572508327136
0.0,117.11,1.7370572508327136
-7.88,109.23,0.36784741782339814
-8.95,108.16,0.12261580594113272
-4.13,112.98,1.1035422534701944
-10.47,106.64,-0.2565849272471851
-12.33,104.78,-0.7765667709605072
0.0,117.11,1.7370572508327136
