Model,Feature Set,E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
SVM,Without E_diff_12,0.08095025699650292,0.026589160340115187,0.004889345946176439,0.02993759832597706,0.138604017686851,0.06736131169644193,0.11305413927367591,0.03297471631146272,0.015041501822539835,0.060182108128115606,0.08140667193608199,0.052441615932488715,
LogisticRegression,Without pumin1_4u,0.08527910617317618,0.03041399787367723,0.010368076218736675,0.09892126578332935,0.21948923005924942,0.016321737685289273,0.10552711434985215,0.027147892363777237,0.05582451098827788,0.08003338949495627,0.09655203252839036,0.06117721644104392,
RandomForest,Without pumin1_4u,[0.05378497 0.05378497],[0.01656122 0.01656122],[0.04739393 0.04739393],[0.01535197 0.01535197],[0.06608477 0.06608477],[0.03574739 0.03574739],[0.06333671 0.06333671],[0.01527713 0.01527713],[0.02490325 0.02490325],[0.02780748 0.02780748],[0.02922507 0.02922507],[0.04574744 0.04574744],
GradientBoosting,Without pumin1_4u,0.8813002256944973,0.2402563352099861,0.6066346698170131,0.22895973115578422,0.7399865676753563,0.7002378008021208,0.8504827010008572,0.01707499142271212,0.4790215467308272,0.3479202240898981,0.4790368733814838,0.7403839532922147,
SVM,Without pumin1_4u,0.09188152027854377,0.021664685468288453,0.006083486661610883,0.0236035585334465,0.13589517380859834,0.05785862022376816,0.11935602576318091,0.03873683735139455,0.016074935655798567,0.0449334295632499,0.07503577632223776,0.05326930828648455,
LogisticRegression,Without pumin5_8u,0.07443895072210593,0.03609084607407024,0.011280020262271734,0.099800918793108,0.22668589711772621,0.015124512835929133,0.1188360213549073,0.026724042458074602,0.061601817787131606,0.04545594904563849,0.07949106486829413,0.08957413056742133,
RandomForest,Without pumin5_8u,[0.0541886 0.0541886],[0.01431226 0.01431226],[0.04785217 0.04785217],[0.01660075 0.01660075],[0.07287365 0.07287365],[0.03027424 0.03027424],[0.05070348 0.05070348],[0.01478912 0.01478912],[0.02731259 0.02731259],[0.023071 0.023071],[0.03726465 0.03726465],[0.04595592 0.04595592],
GradientBoosting,Without pumin5_8u,0.6814826405232816,0.2062216873237878,0.5385825260176478,0.2311977557085385,0.7700775262847366,0.6535267096996291,0.9777687345750785,0.03225270030820114,0.529986135831771,0.2814274434853909,0.4548514297612636,0.732564991427027,
SVM,Without pumin5_8u,0.08759313304835079,0.028560909674380443,0.005039825542238063,0.02760178848548357,0.14300815377483592,0.06661565093037114,0.12795666062238503,0.03598302820425493,0.022592630980289803,0.027043166099713904,0.05594756802385994,0.05461228579468004,
LogisticRegression,Without pumin1_4d,0.08606397430314057,0.03131031364027676,0.013965535247692779,0.11881887346434923,0.22915492420110387,0.021609738864901612,0.10635803748319943,0.027103564800441293,0.07163142307060037,0.03793125421914223,0.05326436639495834,0.1002357366956893,
RandomForest,Without pumin1_4d,[0.06174992 0.06174992],[0.01645223 0.01645223],[0.05125659 0.05125659],[0.01715606 0.01715606],[0.06325643 0.06325643],[0.03614884 0.03614884],[0.05857833 0.05857833],[0.01499084 0.01499084],[0.02254853 0.02254853],[0.02148012 0.02148012],[0.0331988 0.0331988],[0.04699017 0.04699017],
GradientBoosting,Without pumin1_4d,0.832346265804069,0.22474563434481012,0.445198692879144,0.39931294260329375,0.6909528989279424,0.72584151232479,1.0300477633097962,0.03674712485068875,0.5820280770983595,0.16804635817193786,0.3618669603668975,0.8602051886753113,
SVM,Without pumin1_4d,0.08941441051660784,0.02200986035914297,0.00506626212369145,0.028588673926761676,0.1455592979327732,0.06656521739501134,0.12325863594404511,0.031639784976793525,0.026646835060606854,0.02917035602398459,0.04091245590384647,0.09844626341545526,
LogisticRegression,Without pumin5_8d,0.07950673265309878,0.020033974281371374,0.011918822074117274,0.09422381210064867,0.2251101933189501,0.01961218525252486,0.11094703864040052,0.02450874206631627,0.05343501293825024,0.016704579791369446,0.08948854277073878,0.11678956949528577,
RandomForest,Without pumin5_8d,[0.05796301 0.05796301],[0.01876816 0.01876816],[0.04940106 0.04940106],[0.01600189 0.01600189],[0.07166521 0.07166521],[0.03038265 0.03038265],[0.05517873 0.05517873],[0.01644667 0.01644667],[0.02541208 0.02541208],[0.01679447 0.01679447],[0.03345996 0.03345996],[0.03615329 0.03615329],
GradientBoosting,Without pumin5_8d,0.8879830128989749,0.24796186052429806,0.4396696566496553,0.23758942674849587,0.7477275014863993,0.7179544982704968,0.8457413952901461,0.02806086168692795,0.5639046629303424,0.2897170903233404,0.3343425018060663,0.6332086854986775,
SVM,Without pumin5_8d,0.09302585625786769,0.02413855070330867,0.005372456840103054,0.021549709436596745,0.13670295813318972,0.0667758178700292,0.12510776598005607,0.033278233511604874,0.025832384393850487,0.01801164824617616,0.042952593816220005,0.08302574682308586,
LogisticRegression,"Without Pumin1_4u, Pumin1_4d, Pumin5_8u, Pumin5_8d",0.07913930883839367,0.03604647575849232,0.014725750024950574,0.11742941744431716,0.28068002214059357,0.02134022782324651,0.1309875109048604,0.03941913789211691,0.08550729976991962,,,,
RandomForest,"Without Pumin1_4u, Pumin1_4d, Pumin5_8u, Pumin5_8d",[0.06583505 0.06583505],[0.02099698 0.02099698],[0.05554657 0.05554657],[0.02430948 0.02430948],[0.08060539 0.08060539],[0.04057888 0.04057888],[0.07895767 0.07895767],[0.0153137 0.0153137],[0.03567719 0.03567719],,,,
GradientBoosting,"Without Pumin1_4u, Pumin1_4d, Pumin5_8u, Pumin5_8d",0.7744017988407249,0.33775359340421396,0.4390459310823265,0.3602719412409036,0.8161196659914596,0.6711337237490393,1.0536842950204681,0.024430870322472285,0.7155501927459109,,,,
SVM,"Without Pumin1_4u, Pumin1_4d, Pumin5_8u, Pumin5_8d",0.09505066388067822,0.03474970571386242,0.01123326424693131,0.0392144100191684,0.16669317110354792,0.06145295103931027,0.16453262120156356,0.0317361764392766,0.044644133584796644,,,,
