Model,Feature Set,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std,SHAP Values
SVM,Without Pu1_1,0.7352380952380952,0.06617848469657413,0.7438888888888889,0.09813696651889575,0.7654545454545454,0.07657978068600979,0.7460544113907958,0.03800153414058463,"[0.0894576  0.00390031 0.02680555 0.13703356 0.0656343  0.11864965
 0.02882416 0.01959355 0.02096318 0.05334994 0.07365367 0.05697566]"
LogisticRegression,Without Pu2_1,0.6971428571428571,0.07961642738910157,0.7086324786324787,0.08406729160970734,0.6890909090909091,0.1032368695751156,0.6941179034542879,0.07595389702845763,"[0.07763063 0.03073064 0.08071834 0.21858239 0.01489847 0.10735441
 0.0226714  0.05928884 0.02133101 0.06975894 0.09787894 0.06660941]"
RandomForest,Without Pu2_1,0.7176190476190476,0.10397540263803501,0.7122039072039071,0.11077434305551077,0.7454545454545454,0.14860230357601856,0.721812865497076,0.11265313475996065,"[[0.05829038 0.05829038]
 [0.01716729 0.01716729]
 [0.01767567 0.01767567]
 [0.06776468 0.06776468]
 [0.04093454 0.04093454]
 [0.06439971 0.06439971]
 [0.02111611 0.02111611]
 [0.02436346 0.02436346]
 [0.01921919 0.01921919]
 [0.03050368 0.03050368]
 [0.03275647 0.03275647]
 [0.04249843 0.04249843]]"
GradientBoosting,Without Pu2_1,0.6780952380952381,0.0955874544657779,0.6614141414141413,0.08900451616385248,0.7236363636363637,0.14911308039136492,0.6869236027130764,0.10907752784224775,"[0.89955932 0.18003291 0.35754892 0.78733574 0.65042308 1.00032391
 0.03098128 0.49897295 0.21580151 0.3757933  0.40101966 0.62219017]"
SVM,Without Pu2_1,0.7652380952380953,0.062171586134254136,0.780128205128205,0.09101761531169014,0.7654545454545454,0.0765797806860098,0.7669972031528095,0.04899102630275721,"[0.09052059 0.02401902 0.02392392 0.14092216 0.06592752 0.11360841
 0.03244694 0.0164767  0.01947817 0.04122341 0.06621311 0.05690705]"
LogisticRegression,Without E_hybrid_1,0.7071428571428571,0.06925256939166184,0.7144444444444444,0.07023769168568494,0.7090909090909092,0.15714393044605018,0.7023558897243108,0.07788280132928802,"[0.04496447 0.0255671  0.01359191 0.21436512 0.0228774  0.11978621
 0.02744084 0.05797013 0.03208562 0.07154805 0.10886003 0.06238252]"
RandomForest,Without E_hybrid_1,0.7071428571428571,0.0773424812792481,0.7233333333333334,0.12620530011761702,0.7436363636363635,0.10435159892568543,0.7198884390463338,0.05524785504333456,"[[0.04988016 0.04988016]
 [0.01456699 0.01456699]
 [0.05143148 0.05143148]
 [0.06480785 0.06480785]
 [0.03295605 0.03295605]
 [0.06071035 0.06071035]
 [0.01683871 0.01683871]
 [0.02556731 0.02556731]
 [0.02003423 0.02003423]
 [0.03089081 0.03089081]
 [0.0348748  0.0348748 ]
 [0.04461772 0.04461772]]"
GradientBoosting,Without E_hybrid_1,0.6485714285714286,0.1076822401912577,0.6378571428571428,0.14249239149039875,0.6636363636363637,0.20849718074872212,0.6401437908496732,0.15587519420127785,"[0.75431378 0.19271312 0.59561609 0.79336406 0.67061219 0.83153339
 0.03025175 0.49210501 0.22198729 0.33450398 0.56378956 0.70906833]"
SVM,Without E_hybrid_1,0.7457142857142857,0.062440901764403825,0.7507936507936508,0.0886049888060499,0.7654545454545454,0.0765797806860098,0.7522883295194508,0.04849153293024834,"[0.08726407 0.02600426 0.00472659 0.1351381  0.0611406  0.11795318
 0.04223093 0.01610111 0.02148369 0.04366088 0.06380051 0.06517525]"
LogisticRegression,Without seedNumber_1,0.7161904761904762,0.03163711474642495,0.7158119658119657,0.041300715994357515,0.7236363636363636,0.11930930702925761,0.7135392829900838,0.055780871188018645,"[0.14942556 0.02797747 0.01377807 0.0935051  0.07123547 0.16540663
 0.0271133  0.03475763 0.05016915 0.08793559 0.11400219 0.08324746]"
