Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,pumin1_4d,pumin5_8d,Y
-0.3436290017472965,-0.2264521371851962,0.97654748168078,0.0892114464696567,-0.3412574791395155,-0.3046420133693495,0.5205788052326362,0.1969149091850694,-0.5983801535882849,1
-0.1619895160022288,0.6815108991226367,0.8253018084876111,1.0045984624191786,-0.0912813149470985,-0.7650645543883627,0.5205788052326362,0.7241340307339065,0.6396455248227454,1
-0.3468070882499616,0.0887992234236692,0.6168778929897076,-0.8261755694798651,-0.1690516771402952,-1.0702283315753829,0.5205788052326362,1.7974898053462849,-0.8193618647029912,1
-0.3492719760593264,-0.3118189245604896,0.0248064162213264,-1.283869077454626,0.0031541248589255,-0.5294995334018907,0.5205788052326362,-0.8802703083409913,-0.9878382346368316,1
-0.3499208506844054,-0.3711466422889328,0.3199199248909247,-0.8261755694798651,-0.2079368582368931,-0.0476619904750169,0.5205788052326362,-0.9711577487189236,-0.5883098512727211,0
-0.3499324949504514,-0.2615582185647052,0.570766407260083,-0.3684820615051041,2.014073490140146,-0.2029207543070097,0.5205788052326362,-0.9711577487189236,0.3888517765042781,0
-0.3495646428404952,0.1300405296487942,1.5796857150242718,-0.8261755694798651,1.2697000234338378,-0.5187920324479605,0.5205788052326362,-0.2623096763544074,-0.2431671870431993,1
-0.2050422153910665,-0.3825151520030989,1.0558592371357345,0.5469049544444177,1.1808196094987562,0.4502368038827531,0.5205788052326362,-0.3212440279056833,-0.4861935013365199,1
2.9769416718475306,5.256208415029707,2.3562031347111514,-1.283869077454626,-0.1801617288821801,0.3431617943434478,-1.6222688349110064,-0.87407828521604,-0.6898365239745186,0
-0.3442464839015907,-0.3991968163823139,0.4250541123544691,-2.199256093404148,1.864087791624696,1.5745244040454591,-1.6222688349110064,-1.0175689449707972,-0.6644713567103161,1
-0.1619895160022288,-0.3917960962570361,0.8621909970713114,0.5469049544444177,0.3531207547283092,-0.6526357943720922,0.5205788052326362,0.8624162212403798,2.0868357490666445,0
-0.3362447811927196,-0.3984990543162749,0.6002777581270428,0.0892114464696567,1.95852323143072,-0.1547370000143219,0.5205788052326362,-0.888819204401331,-0.7998482388585952,1
-0.2026663146422787,0.3211496873517134,0.5412550563931231,1.0045984624191786,-0.3245924015266876,-0.6901120477108487,0.5205788052326362,0.8904551860274903,-0.8906935450425488,1
2.1342446258533125,0.065613658419593,1.3177724760800031,-1.283869077454626,-0.7301092901054975,-0.0851382438137734,0.5205788052326362,-0.3015845505265696,0.6098936279960162,1
