Model,Feature Set,Kernel,C,Gamma,Degree,Coef0,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std
"SVM (kernel=poly, C=0.01, gamma=0.001, degree=4, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.001,4,1.0,0.5333333333333333,0.05553287518900288,0.5253851540616247,0.04510070324612342,0.9454545454545455,0.07272727272727272,0.6717549923195085,0.02644658241655287
"SVM (kernel=poly, C=0.01, gamma=0.001, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.001,5,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=1000, gamma=0.001, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,0.001,5,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=10, gamma=0.001, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.001,3,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=10, gamma=0.001, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.001,5,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=1, gamma=0.001, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.001,5,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=1, gamma=0.001, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.001,3,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=0.01, gamma=scale, degree=2, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,scale,2,1.0,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=0.01, gamma=auto, degree=2, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,auto,2,1.0,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=0.1, gamma=0.01, degree=2, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.01,2,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=10, gamma=0.001, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.001,4,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=0.1, gamma=0.001, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.001,3,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=0.01, gamma=0.01, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.01,3,1.0,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=100, gamma=0.001, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.001,5,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=0.01, gamma=0.01, degree=2, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.01,2,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=100, gamma=0.001, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.001,4,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=0.01, gamma=0.001, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.001,4,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=0.01, gamma=0.1, degree=2, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.1,2,1.0,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=0.01, gamma=0.001, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.001,3,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=0.01, gamma=0.01, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.01,5,1.0,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=0.1, gamma=0.001, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.001,4,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=1, gamma=0.001, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.001,4,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=0.01, gamma=0.01, degree=4, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.01,4,1.0,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=0.1, gamma=0.001, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.001,5,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=poly, C=1, gamma=0.01, degree=2, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.01,2,0.1,0.5238095238095238,0.05216405309573012,0.52,0.04531572286998217,0.9636363636363636,0.07272727272727271,0.6715260545905707,0.021598203258169035
"SVM (kernel=sigmoid, C=1000, gamma=scale, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,1000.0,scale,3,0.0,0.6857142857142857,0.0883201761475781,0.755079365079365,0.11878234995834866,0.6236363636363635,0.07662293638438357,0.6712709375248075,0.04520500527765144
"SVM (kernel=poly, C=100, gamma=auto, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,auto,5,0.1,0.6285714285714286,0.11818736805705575,0.6075657675657675,0.09616037279653061,0.7545454545454546,0.12933395813657264,0.6712192155670417,0.10551664943798003
"SVM (kernel=poly, C=10, gamma=0.001, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.001,4,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=10, gamma=0.01, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.01,5,0.1,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=10, gamma=0.01, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.01,5,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=0.1, gamma=0.01, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.01,5,0.1,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=1000, gamma=0.001, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,0.001,4,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=0.1, gamma=0.001, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.001,5,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=0.1, gamma=0.01, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.01,4,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=0.1, gamma=0.001, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.001,4,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=0.01, gamma=0.001, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.001,5,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=100, gamma=0.001, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.001,4,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=1, gamma=0.001, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.001,5,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=1, gamma=0.001, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.001,4,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=10, gamma=0.01, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.01,4,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=10, gamma=0.001, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.001,5,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=1, gamma=0.01, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.01,5,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=1, gamma=0.01, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.01,5,0.1,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=0.1, gamma=0.01, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.01,5,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=1, gamma=0.01, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.01,4,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=100, gamma=0.001, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.001,5,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=0.01, gamma=0.01, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.01,4,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=0.01, gamma=0.001, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.001,4,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=0.01, gamma=0.01, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.01,5,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=0.01, gamma=0.01, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.01,5,0.1,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=1000, gamma=0.001, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,0.001,5,0.0,0.5047619047619047,0.0233284737407922,0.5047619047619047,0.0233284737407922,1.0,0.0,0.6705645161290322,0.020741647015502726
"SVM (kernel=poly, C=0.01, gamma=10, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,10,2,0.0,0.638095238095238,0.09331389496316869,0.6112662337662338,0.09036779946585077,0.750909090909091,0.170327831689169,0.6688677248677248,0.11049821183754048
"SVM (kernel=poly, C=1, gamma=1, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,1,2,0.0,0.638095238095238,0.09331389496316869,0.6112662337662338,0.09036779946585077,0.750909090909091,0.170327831689169,0.6688677248677248,0.11049821183754048
"SVM (kernel=poly, C=100, gamma=0.1, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.1,2,0.0,0.638095238095238,0.09331389496316869,0.6112662337662338,0.09036779946585077,0.750909090909091,0.170327831689169,0.6688677248677248,0.11049821183754048
"SVM (kernel=poly, C=0.1, gamma=10, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,10,3,0.0,0.6666666666666667,0.04259177099999599,0.6791880341880342,0.08089232243039642,0.6781818181818182,0.11805587695089403,0.6687030843552583,0.056647662044976475
"SVM (kernel=poly, C=100, gamma=1, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,1,3,0.0,0.6666666666666667,0.04259177099999599,0.6791880341880342,0.08089232243039642,0.6781818181818182,0.11805587695089403,0.6687030843552583,0.056647662044976475
"SVM (kernel=poly, C=0.01, gamma=10, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,10,3,0.0,0.6666666666666667,0.04259177099999599,0.6791880341880342,0.08089232243039642,0.6781818181818182,0.11805587695089403,0.6687030843552583,0.056647662044976475
"SVM (kernel=poly, C=1000, gamma=10, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,10,3,0.0,0.6666666666666667,0.04259177099999599,0.6791880341880342,0.08089232243039642,0.6781818181818182,0.11805587695089403,0.6687030843552583,0.056647662044976475
"SVM (kernel=poly, C=1, gamma=10, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,10,3,0.0,0.6666666666666667,0.04259177099999599,0.6791880341880342,0.08089232243039642,0.6781818181818182,0.11805587695089403,0.6687030843552583,0.056647662044976475
"SVM (kernel=poly, C=100, gamma=10, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,10,3,0.0,0.6666666666666667,0.04259177099999599,0.6791880341880342,0.08089232243039642,0.6781818181818182,0.11805587695089403,0.6687030843552583,0.056647662044976475
"SVM (kernel=poly, C=10, gamma=1, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,1,3,0.0,0.6666666666666667,0.04259177099999599,0.6791880341880342,0.08089232243039642,0.6781818181818182,0.11805587695089403,0.6687030843552583,0.056647662044976475
"SVM (kernel=poly, C=1000, gamma=1, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,1,3,0.0,0.6666666666666667,0.04259177099999599,0.6791880341880342,0.08089232243039642,0.6781818181818182,0.11805587695089403,0.6687030843552583,0.056647662044976475
"SVM (kernel=poly, C=10, gamma=10, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,10,3,0.0,0.6666666666666667,0.04259177099999599,0.6791880341880342,0.08089232243039642,0.6781818181818182,0.11805587695089403,0.6687030843552583,0.056647662044976475
"SVM (kernel=sigmoid, C=1, gamma=auto, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,1.0,auto,3,1.0,0.6666666666666667,0.1312766547818116,0.7158730158730158,0.14236245920494386,0.6436363636363637,0.1025944434884792,0.6681160417383328,0.096624970982786
"SVM (kernel=poly, C=0.1, gamma=0.01, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.01,3,1.0,0.5238095238095238,0.05216405309573012,0.5205012531328321,0.0453689192016954,0.9454545454545455,0.07272727272727272,0.667359387923904,0.020070142418039387
"SVM (kernel=poly, C=100, gamma=0.001, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.001,3,0.1,0.5238095238095238,0.05216405309573012,0.5205012531328321,0.0453689192016954,0.9454545454545455,0.07272727272727272,0.667359387923904,0.020070142418039387
"SVM (kernel=poly, C=100, gamma=scale, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,scale,4,0.1,0.638095238095238,0.07737179432986627,0.6297435897435898,0.08785335339545716,0.7163636363636363,0.05902793847544703,0.6671277997364953,0.06527512383247783
"SVM (kernel=poly, C=0.1, gamma=scale, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,scale,5,0.0,0.5238095238095238,0.05216405309573012,0.5187675070028012,0.04144901134586873,0.9454545454545455,0.07272727272727272,0.6669930875576038,0.02895833064377342
"SVM (kernel=poly, C=1000, gamma=scale, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,scale,3,0.0,0.6666666666666666,0.06734350297014738,0.6751282051282051,0.0852991452991453,0.6799999999999999,0.15485530436267336,0.6665622249603944,0.08501833875859154
"SVM (kernel=rbf, C=1000, gamma=0.01, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",rbf,1000.0,0.01,3,0.0,0.6666666666666667,0.13468700594029476,0.6633766233766234,0.1397088749577004,0.6745454545454546,0.16448266004216205,0.665979797979798,0.14892304475073975
"SVM (kernel=poly, C=10, gamma=auto, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,auto,4,0.0,0.5809523809523809,0.06998542122237651,0.5567647058823529,0.06027331061355713,0.8272727272727274,0.07799131123464442,0.6646520146520146,0.06453390290796833
"SVM (kernel=rbf, C=10, gamma=auto, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",rbf,10.0,auto,3,0.0,0.6476190476190476,0.09331389496316869,0.6554001554001554,0.12727310675972048,0.6781818181818182,0.05129722174423959,0.6630303030303029,0.08163616116597693
"SVM (kernel=poly, C=0.01, gamma=0.01, degree=2, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.01,2,1.0,0.5142857142857142,0.03563483225498992,0.5130012531328321,0.033028133863759954,0.9454545454545455,0.07272727272727272,0.6622311827956989,0.01587842948991652
