Model,Feature Set,Kernel,C,Gamma,Degree,Coef0,Accuracy Mean,Accuracy Std,Precision Mean,Precision Std,Recall Mean,Recall Std,F1 Mean,F1 Std
"SVM (kernel=rbf, C=0.01, gamma=0.1, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",rbf,0.01,0.1,3,0.0,0.6285714285714286,0.1456862718169367,0.6357753357753357,0.1486904786657666,0.8545454545454547,0.14770978917519928,0.7053108929406264,0.0845423140197925
"SVM (kernel=rbf, C=100, gamma=0.01, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",rbf,100.0,0.01,3,0.0,0.6857142857142857,0.0883201761475781,0.67,0.08844332774281068,0.750909090909091,0.10532907896698356,0.7050935334688195,0.08652369033086689
"SVM (kernel=poly, C=100, gamma=scale, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,scale,5,0.0,0.6190476190476191,0.06023386019368341,0.5785672514619884,0.0322215854152164,0.9090909090909092,0.11499191491521377,0.7049084249084249,0.051393703676389325
"SVM (kernel=poly, C=1, gamma=0.1, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.1,4,0.1,0.6095238095238096,0.055532875189002844,0.5700163398692811,0.038239832700857034,0.9254545454545454,0.06861077186950255,0.7046341908410875,0.04374771640716197
"SVM (kernel=poly, C=1, gamma=auto, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,auto,4,0.1,0.6095238095238096,0.055532875189002844,0.5700163398692811,0.038239832700857034,0.9254545454545454,0.06861077186950255,0.7046341908410875,0.04374771640716197
"SVM (kernel=poly, C=1, gamma=0.1, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.1,5,0.0,0.6,0.04856209060564556,0.5622291021671827,0.028280339929830943,0.9454545454545455,0.07272727272727272,0.7041744207261449,0.03538415842749803
"SVM (kernel=poly, C=1, gamma=scale, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,scale,5,0.0,0.6,0.04856209060564556,0.5622291021671827,0.028280339929830943,0.9454545454545455,0.07272727272727272,0.7041744207261449,0.03538415842749803
"SVM (kernel=poly, C=1, gamma=scale, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,scale,5,0.1,0.6,0.04856209060564556,0.5622291021671827,0.028280339929830943,0.9454545454545455,0.07272727272727272,0.7041744207261449,0.03538415842749803
"SVM (kernel=sigmoid, C=0.1, gamma=10, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.1,10,3,0.0,0.6857142857142857,0.14630753805464014,0.7260843731431966,0.17417315313339976,0.7,0.10188309618997748,0.702808536492747,0.1132665151956705
"SVM (kernel=poly, C=10, gamma=auto, degree=2, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,auto,2,0.1,0.6857142857142857,0.1110657503780057,0.6615384615384615,0.10836177748264329,0.750909090909091,0.13818181818181818,0.7027009222661397,0.12088904070057412
"SVM (kernel=sigmoid, C=0.1, gamma=0.01, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.1,0.01,3,0.0,0.5999999999999999,0.1263476110611581,0.5853937728937729,0.1108809496431232,0.9090909090909092,0.08131156281817414,0.7020645161290322,0.0711085732001737
"SVM (kernel=sigmoid, C=0.01, gamma=0.01, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.01,0.01,3,0.0,0.5999999999999999,0.1263476110611581,0.5853937728937729,0.1108809496431232,0.9090909090909092,0.08131156281817414,0.7020645161290322,0.0711085732001737
"SVM (kernel=poly, C=10, gamma=0.1, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.1,5,0.1,0.6190476190476191,0.08518354199999198,0.5811274509803921,0.06521818879096071,0.8854545454545455,0.07172030153933097,0.701098901098901,0.06725777471692022
"SVM (kernel=rbf, C=0.01, gamma=auto, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",rbf,0.01,auto,3,0.0,0.6285714285714286,0.13265131692556306,0.6430014430014429,0.1449583832498305,0.8363636363636365,0.14545454545454545,0.7008313145480045,0.06324074395391427
"SVM (kernel=poly, C=10, gamma=auto, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,auto,5,0.0,0.6095238095238095,0.04665694748158433,0.571671826625387,0.031147986209788727,0.9054545454545455,0.057668187371468005,0.7003093203093202,0.0350830158044083
"SVM (kernel=sigmoid, C=1000, gamma=0.01, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,1000.0,0.01,3,0.0,0.6952380952380952,0.06459361888690732,0.7249386724386724,0.09724569399715892,0.6963636363636364,0.07575515147636241,0.699964349376114,0.01943969385197888
"SVM (kernel=poly, C=0.1, gamma=0.01, degree=4, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.01,4,1.0,0.6,0.04856209060564556,0.567485380116959,0.04531405331752321,0.9272727272727274,0.08907235428302464,0.6999115826702035,0.030896005993308343
"SVM (kernel=poly, C=1000, gamma=0.001, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,0.001,4,0.1,0.6,0.04856209060564556,0.567485380116959,0.04531405331752321,0.9272727272727274,0.08907235428302464,0.6999115826702035,0.030896005993308343
"SVM (kernel=poly, C=10, gamma=0.1, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.1,3,0.1,0.6571428571428571,0.08192690730516788,0.621904761904762,0.06581772397398473,0.8072727272727273,0.12680433290300142,0.6996923076923076,0.08416607983078955
"SVM (kernel=poly, C=0.01, gamma=1, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,1,3,1.0,0.6571428571428571,0.08192690730516788,0.621904761904762,0.06581772397398473,0.8072727272727273,0.12680433290300142,0.6996923076923076,0.08416607983078955
"SVM (kernel=poly, C=0.1, gamma=scale, degree=2, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,scale,2,0.1,0.5714285714285714,0.07968190728895957,0.5457609710550887,0.05883753631051193,0.9818181818181818,0.036363636363636376,0.6993749668944329,0.04829916880640511
"SVM (kernel=poly, C=1, gamma=scale, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,scale,4,0.0,0.5999999999999999,0.04856209060564556,0.5634803921568629,0.0373497388250959,0.9254545454545454,0.06861077186950255,0.699343185550082,0.04054333170425474
"SVM (kernel=poly, C=1, gamma=auto, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,auto,5,0.0,0.5904761904761905,0.0380952380952381,0.5556931544547644,0.02511377818986933,0.9454545454545455,0.07272727272727272,0.6988834154351397,0.031258157819046624
"SVM (kernel=poly, C=0.1, gamma=0.1, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.1,5,0.0,0.5714285714285714,0.06734350297014738,0.5451073762838469,0.051038539533076174,0.9818181818181818,0.036363636363636376,0.6988823560569946,0.03961380790570183
"SVM (kernel=poly, C=0.1, gamma=0.1, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.1,4,0.1,0.5714285714285714,0.06734350297014738,0.5451073762838469,0.051038539533076174,0.9818181818181818,0.036363636363636376,0.6988823560569946,0.03961380790570183
"SVM (kernel=poly, C=1, gamma=scale, degree=4, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,scale,4,1.0,0.6857142857142857,0.11106575037800571,0.6775141525141525,0.1196807655793506,0.7327272727272728,0.13405315339030371,0.6987263943785683,0.11559949935258104
"SVM (kernel=sigmoid, C=0.01, gamma=0.01, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.01,0.01,3,0.1,0.5999999999999999,0.13997084244475302,0.5927197802197802,0.13151423436770454,0.890909090909091,0.10601730717900544,0.6986442262739597,0.08599995664809372
"SVM (kernel=sigmoid, C=0.1, gamma=0.01, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.1,0.01,3,0.1,0.5999999999999999,0.13997084244475302,0.5927197802197802,0.13151423436770454,0.890909090909091,0.10601730717900544,0.6986442262739597,0.08599995664809372
"SVM (kernel=sigmoid, C=1, gamma=0.1, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,1.0,0.1,3,1.0,0.6952380952380952,0.11106575037800571,0.7305555555555555,0.11907565807367605,0.6818181818181818,0.08605206957235807,0.6986324786324787,0.08148594413296777
"SVM (kernel=poly, C=0.1, gamma=auto, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,auto,2,0.0,0.5619047619047619,0.06998542122237651,0.5380116959064327,0.04997540937823739,1.0,0.0,0.6982563959955506,0.04196889510657359
"SVM (kernel=sigmoid, C=0.01, gamma=1, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.01,1,3,0.0,0.6095238095238094,0.14253932901995967,0.6229761904761905,0.16088773708887275,0.8545454545454547,0.13606026860996148,0.6961597542242702,0.0810640863679116
"SVM (kernel=sigmoid, C=0.01, gamma=1, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.01,1,3,0.1,0.6095238095238094,0.14253932901995967,0.6229761904761905,0.16088773708887275,0.8545454545454547,0.13606026860996148,0.6961597542242702,0.0810640863679116
"SVM (kernel=poly, C=1000, gamma=0.01, degree=2, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,0.01,2,1.0,0.6761904761904762,0.09712418121129114,0.6627705627705628,0.08891231115110126,0.7345454545454545,0.09224473377429689,0.6958524374176548,0.08779312110999321
"SVM (kernel=poly, C=1, gamma=0.1, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.1,5,1.0,0.6761904761904761,0.10168645954315533,0.6863092463092462,0.12856546474779032,0.7181818181818183,0.052695915440688884,0.6957142857142857,0.07690734184084731
"SVM (kernel=poly, C=1, gamma=scale, degree=5, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,scale,5,1.0,0.6761904761904761,0.10168645954315533,0.6863092463092462,0.12856546474779032,0.7181818181818183,0.052695915440688884,0.6957142857142857,0.07690734184084731
"SVM (kernel=poly, C=10, gamma=0.01, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.01,3,0.1,0.5619047619047619,0.09233675918888248,0.5422969187675071,0.06658422980235754,0.9818181818181818,0.036363636363636376,0.6955645161290323,0.05219860339220537
"SVM (kernel=poly, C=0.01, gamma=0.1, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,0.1,3,1.0,0.5619047619047619,0.09233675918888248,0.5422969187675071,0.06658422980235754,0.9818181818181818,0.036363636363636376,0.6955645161290323,0.05219860339220537
"SVM (kernel=poly, C=10, gamma=scale, degree=2, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,scale,2,1.0,0.6761904761904762,0.09233675918888244,0.6609557109557109,0.08834652593209019,0.7345454545454545,0.09224473377429689,0.695125164690382,0.0882665719606489
"SVM (kernel=poly, C=1, gamma=0.1, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.1,4,0.0,0.5999999999999999,0.04856209060564556,0.5648692810457516,0.03715784714810535,0.9054545454545455,0.057668187371468005,0.6949475811544776,0.039870844080709844
"SVM (kernel=poly, C=1, gamma=0.1, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.1,5,0.1,0.5904761904761905,0.05714285714285713,0.5569659442724458,0.035897295456682965,0.9254545454545454,0.06861077186950255,0.6948148148148149,0.04329245250096845
"SVM (kernel=poly, C=100, gamma=0.01, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.01,3,1.0,0.6761904761904762,0.09712418121129114,0.6642857142857144,0.09355658430661191,0.7327272727272728,0.0998511288563344,0.694631995007281,0.0905076973220579
"SVM (kernel=sigmoid, C=1, gamma=scale, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,1.0,scale,3,1.0,0.6857142857142857,0.1263476110611581,0.7238888888888889,0.13033195982983767,0.6818181818181818,0.08605206957235807,0.6940740740740741,0.08649872934515558
"SVM (kernel=poly, C=0.1, gamma=scale, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,scale,2,0.0,0.5523809523809524,0.07737179432986628,0.533249791144528,0.054316301805793624,1.0,0.0,0.6939553207267334,0.04590342860254433
"SVM (kernel=sigmoid, C=0.01, gamma=1, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.01,1,3,1.0,0.5999999999999999,0.14630753805464014,0.6030252100840336,0.14144891678482488,0.8727272727272728,0.13606026860996148,0.693882321512055,0.08826802183155533
"SVM (kernel=poly, C=0.1, gamma=auto, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,auto,4,0.0,0.5619047619047619,0.05553287518900288,0.5386746277458352,0.043832438618627574,0.9818181818181818,0.036363636363636376,0.6938248847926267,0.03266980299973453
"SVM (kernel=poly, C=0.01, gamma=1, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.01,1,4,0.1,0.6476190476190475,0.04856209060564558,0.6207251082251082,0.04535665092216502,0.7927272727272727,0.0918856637708602,0.6927714604236344,0.043175981255034086
"SVM (kernel=sigmoid, C=0.1, gamma=0.001, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.1,0.001,3,0.0,0.5714285714285714,0.08518354199999198,0.5501984126984126,0.06389258591294839,0.9454545454545455,0.07272727272727272,0.6912701355415483,0.0486637849200353
"SVM (kernel=sigmoid, C=0.1, gamma=0.001, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.1,0.001,3,0.1,0.5714285714285714,0.08518354199999198,0.5501984126984126,0.06389258591294839,0.9454545454545455,0.07272727272727272,0.6912701355415483,0.0486637849200353
"SVM (kernel=sigmoid, C=1, gamma=0.001, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,1.0,0.001,3,0.1,0.5714285714285714,0.08518354199999198,0.5501984126984126,0.06389258591294839,0.9454545454545455,0.07272727272727272,0.6912701355415483,0.0486637849200353
"SVM (kernel=sigmoid, C=0.01, gamma=0.001, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.01,0.001,3,0.1,0.5714285714285714,0.08518354199999198,0.5501984126984126,0.06389258591294839,0.9454545454545455,0.07272727272727272,0.6912701355415483,0.0486637849200353
"SVM (kernel=sigmoid, C=0.01, gamma=0.001, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.01,0.001,3,0.0,0.5714285714285714,0.08518354199999198,0.5501984126984126,0.06389258591294839,0.9454545454545455,0.07272727272727272,0.6912701355415483,0.0486637849200353
"SVM (kernel=sigmoid, C=0.1, gamma=0.001, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.1,0.001,3,1.0,0.5714285714285714,0.08518354199999198,0.5501984126984126,0.06389258591294839,0.9454545454545455,0.07272727272727272,0.6912701355415483,0.0486637849200353
"SVM (kernel=sigmoid, C=1, gamma=0.001, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,1.0,0.001,3,0.0,0.5714285714285714,0.08518354199999198,0.5501984126984126,0.06389258591294839,0.9454545454545455,0.07272727272727272,0.6912701355415483,0.0486637849200353
"SVM (kernel=sigmoid, C=0.01, gamma=0.001, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.01,0.001,3,1.0,0.5714285714285714,0.08518354199999198,0.5501984126984126,0.06389258591294839,0.9454545454545455,0.07272727272727272,0.6912701355415483,0.0486637849200353
"SVM (kernel=sigmoid, C=1, gamma=0.001, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,1.0,0.001,3,1.0,0.5714285714285714,0.08518354199999198,0.5501984126984126,0.06389258591294839,0.9454545454545455,0.07272727272727272,0.6912701355415483,0.0486637849200353
"SVM (kernel=poly, C=1, gamma=auto, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,auto,2,0.0,0.6,0.06459361888690732,0.5669117647058824,0.052117779843145154,0.8854545454545455,0.04287209499109668,0.6908424908424908,0.051466871121479664
"SVM (kernel=poly, C=1, gamma=0.001, degree=4, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,0.001,4,1.0,0.5904761904761904,0.023328473740792197,0.560673374613003,0.030562940776781213,0.9090909090909092,0.08131156281817414,0.6905140836175319,0.015089613705447341
"SVM (kernel=sigmoid, C=0.01, gamma=0.1, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.01,0.1,3,1.0,0.5999999999999999,0.13997084244475302,0.6102489177489178,0.1567551969450126,0.8545454545454547,0.13606026860996148,0.6900991481636642,0.08411778558870202
"SVM (kernel=sigmoid, C=0.01, gamma=0.1, degree=3, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.01,0.1,3,0.0,0.5999999999999999,0.13997084244475302,0.6102489177489178,0.1567551969450126,0.8545454545454547,0.13606026860996148,0.6900991481636642,0.08411778558870202
"SVM (kernel=sigmoid, C=0.01, gamma=scale, degree=3, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.01,scale,3,1.0,0.5999999999999999,0.13997084244475302,0.6102489177489178,0.1567551969450126,0.8545454545454547,0.13606026860996148,0.6900991481636642,0.08411778558870202
"SVM (kernel=poly, C=0.1, gamma=scale, degree=4, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,scale,4,0.1,0.5619047619047619,0.05553287518900288,0.5405322128851541,0.045658572630458805,0.9636363636363636,0.04453617714151235,0.690015360983103,0.028711481394669332
"SVM (kernel=poly, C=10, gamma=0.1, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.1,5,0.0,0.5904761904761905,0.0380952380952381,0.5577012383900929,0.024524858230431563,0.9054545454545455,0.057668187371468005,0.6898901098901099,0.032372000817951066
"SVM (kernel=poly, C=1, gamma=auto, degree=5, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1.0,auto,5,0.1,0.5904761904761904,0.0380952380952381,0.55843653250774,0.030843191958668508,0.9054545454545455,0.057668187371468005,0.6898901098901099,0.032372000817951066
"SVM (kernel=poly, C=10, gamma=scale, degree=5, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,scale,5,0.0,0.5904761904761905,0.0380952380952381,0.5577012383900929,0.024524858230431563,0.9054545454545455,0.057668187371468005,0.6898901098901099,0.032372000817951066
"SVM (kernel=poly, C=10, gamma=0.1, degree=2, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,10.0,0.1,2,1.0,0.6666666666666667,0.09988655696858584,0.6521645021645022,0.09442192586645994,0.7345454545454545,0.09224473377429689,0.6897918313570488,0.09059979478848255
"SVM (kernel=poly, C=1000, gamma=0.01, degree=2, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,0.01,2,0.1,0.6666666666666667,0.09988655696858584,0.6521645021645022,0.09442192586645994,0.7345454545454545,0.09224473377429689,0.6897918313570488,0.09059979478848255
"SVM (kernel=poly, C=100, gamma=0.01, degree=4, coef0=1.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,100.0,0.01,4,1.0,0.6666666666666667,0.09988655696858584,0.6521645021645022,0.09442192586645994,0.7345454545454545,0.09224473377429689,0.6897918313570488,0.09059979478848255
"SVM (kernel=sigmoid, C=0.1, gamma=1, degree=3, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",sigmoid,0.1,1,3,0.1,0.6761904761904762,0.13602720816272096,0.7214285714285714,0.15345192429977078,0.6818181818181818,0.08605206957235807,0.689380455970845,0.09162021520330464
"SVM (kernel=poly, C=0.1, gamma=scale, degree=4, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,scale,4,0.0,0.5428571428571429,0.07126966450997983,0.5274603174603175,0.050549014054375896,1.0,0.0,0.6892241379310345,0.04270892141588024
"SVM (kernel=poly, C=0.1, gamma=0.1, degree=2, coef0=0.1)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,0.1,0.1,2,0.1,0.5523809523809524,0.04856209060564558,0.5321386800334169,0.03800401659372436,0.9818181818181818,0.036363636363636376,0.6888987764182425,0.031028981225310698
"SVM (kernel=poly, C=1000, gamma=0.001, degree=2, coef0=0.0)","E_1, Pu1_1, Pu2_1, E_hybrid_1, seedNumber_1, seedEbest_1, seedNumber_3, pumin1_4u, pumin1_4d",poly,1000.0,0.001,2,0.0,0.5428571428571429,0.06459361888690733,0.5268170426065163,0.045978876372806544,1.0,0.0,0.6888978494623655,0.03943793008662932
