,E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
mean,-0.11288738862732486,0.02015120831788108,-0.06340288287072185,-0.07262191833847115,0.20779091692560475,-0.07631753294410702,0.0749287042838526,-0.07137573888229398,-0.11582200753267752,-0.05776171720241169,0.08097791743236489,0.1346447455796663,0.16034350149209617
std,0.9436610778009947,1.0532691017810016,0.6400702629623116,0.9267739884919836,0.8519730764736484,0.9113109434210317,1.0138560576452975,0.9720029832145104,0.9613975172504374,0.9698469941029967,0.9843590539447736,1.092702686355403,1.09837966356211
