pumin5_8u,pumin5_8u_BoxCox
0.05688992,-1.078882841422325
0.1396673,-0.308116469462809
0.1163663,-0.4762909453059504
0.9554258,1.8980043767959924
0.1002735,-0.6089095706387512
0.16576,-0.14455027240328758
0.2330864,0.19833397041719825
0.08235215,-0.7783196619136158
0.8030332,1.6615377344947193
0.5776791,1.2354868339526373
0.136092,-0.33239052297748584
0.8209182,1.6910560611280625
0.1766228,-0.08247842796645301
0.1853952,-0.034537085638401285
0.2311176,0.189511188692847
0.0286424,-1.5802725542206932
0.696541,1.4740230924294921
0.1772293,-0.07910349390798956
0.04954818,-1.1855121934286126
0.04234508,-1.30317562064358
0.0306562,-1.5336754532677
0.7027952,1.4856464813908044
0.08241462,-0.777680096602116
0.627174,1.3391757154499948
0.3116083,0.5096320564389581
0.7826716,1.6272865633719293
0.0770423,-0.8341530553965497
0.2477718,0.2623331199421954
0.09235515,-0.6805078632614969
0.7502605,1.5712706325534602
0.1562359,-0.20170203266634384
0.6464432,1.377781888439096
0.08550011,-0.7465617412265267
0.1323423,-0.3584014194487513
0.8430271,1.7268449069509935
0.1171768,-0.47000852394073
0.1009511,-0.6029947222681713
0.04414122,-1.272423547251502
0.06667799,-0.952630527773836
0.4085739,0.8170841710327934
0.3035084,0.48063268865202025
0.04747801,-1.2178497830936634
0.0346846,-1.4473500489529483
0.6717344,1.4270838355454032
0.09249722,-0.6791808679582233
0.04812869,-1.2075664947359641
0.7054641,1.4905815097437014
0.2270374,0.1710340167864351
0.2130526,0.10562425937891777
0.07066703,-0.9053994287332682
0.03828542,-1.3767164795725981
0.6694548,1.4227013534443758
0.2311249,0.18954401271540453
0.5599846,1.1966952580330832
0.3127823,0.5137851867759837
0.1172563,-0.4693941648130467
0.01955963,-1.8302783666293272
0.2685747,0.3480008900871118
0.1154838,-0.48317127680840266
0.0358455,-1.423963796979856
0.2303399,0.18600955969658883
0.568258,1.2149528818085489
0.2284893,0.17763907376127075
0.5338062,1.1374709328990498
0.2047251,0.0650303278317306
0.1147355,-0.48903826490864666
0.3701565,0.7030673282904275
0.06815727,-0.9348590480246064
0.2384021,0.22186179971479408
0.1998927,0.04086624033803979
0.2430677,0.24216986315180808
0.1718986,-0.10908812098281753
0.1236663,-0.42091805510653074
0.00986248,-2.2334111439988407
0.3933981,0.7731108424758154
0.1118085,-0.5122845344452208
0.4942838,1.0435086485699987
0.06643466,-0.955583850051257
0.4308069,0.8792108587558681
0.3109759,0.5073897099885055
0.1479222,-0.253909088712385
0.0220921,-1.7525615654469555
0.004233709,-2.6600221558572685
0.7477696,1.5668862711942069
0.05978863,-1.0397959553507308
0.1398534,-0.3068665972704189
0.01488784,-1.997686398738738
0.6078613,1.29952108558336
0.1853312,-0.03488022964239061
0.1950263,0.01605656747450793
0.04756359,-1.2164908887472428
0.8026928,1.6609708566278558
0.07933595,-0.8096700959846176
0.06013704,-1.0352003259723277
0.5187676,1.1023931380563394
0.1704575,-0.11732137136206966
0.3227876,0.5486843889283838
0.03179381,-1.5084224143380947
0.5171612,1.0985984203946473
0.1644952,-0.15198670523994018
0.007552137,-2.3760259004464412
0.138852,-0.3136078405132932
0.06145732,-1.0179758921948663
0.3118949,0.5106470796814563
0.658268,1.4010208059358369
0.8066508,1.667550415699923
0.2589854,0.30919446816305285
0.680715,1.4442342606465481
0.4471204,0.9231889662449436
0.2427592,0.2408366927065999
0.2272269,0.17189800812297878
0.3949093,0.7775497513082253
0.1737108,-0.09881250090329839
0.1020472,-0.5934934410693432
0.2121224,0.10115328649984269
0.0596074,-1.0421948827717638
0.3889168,0.7598672829436852
0.1500094,-0.24058641040165116
0.1416693,-0.29473988197362416
0.08262297,-0.7755498095027565
0.8147224,1.680888787276767
0.549484,1.1732102395849642
0.3808743,0.7357909585123132
0.4486465,0.9272372246596244
0.06036132,-1.0322532310708012
0.1951595,0.016742179829793605
0.1626664,-0.16282025998441824
0.07286097,-0.8803229082169189
0.185709,-0.03285597379364203
0.652186,1.3891100098495393
0.02876991,-1.5772458796986402
0.2870965,0.4199287702604501
0.09044848,-0.6984764746178546
0.07256933,-0.8836213184941124
0.1772155,-0.07918018298562254
0.4155183,0.8367728779890978
0.391156,0.7664999055311941
0.09639398,-0.6434019203552094
0.1265797,-0.39954544277779214
0.1165903,-0.47455117485891857
0.0597691,-1.040054193377922
0.06461989,-0.9778863796577641
0.3929231,0.771712796467256
0.009735789,-2.2404984374310195
0.517098,1.0984489341037806
0.05114098,-1.1613573237739905
0.7037601,1.4874323880206595
0.08983453,-0.7043266876814056
0.04625033,-1.2375620357978314
0.1361884,-0.3317293920813935
0.539801,1.151234390372266
0.07937423,-0.8092663029733576
0.6376431,1.360266252328614
0.5739411,1.2273717958153874
0.5260187,1.1194063011298885
0.4028135,0.8005487548138476
0.3543002,0.6532402164075181
0.05948048,-1.043878379068028
0.2855718,0.4141498535953708
0.3222104,0.5466947004908973
0.08586056,-0.7429851783118137
