Y,E_1,Pu1_1,Pu2_1,E_hybrid_1,seedNumber_1,seedEbest_1,E_3,seedNumber_3,E_diff_12,pumin1_4u,pumin5_8u,pumin1_4d,pumin5_8d
0,-0.341833961999895,0.125580292308292,0.478900522612585,0.768759576441119,0.792460116604435,-0.491447179900577,-0.886712278159541,0.578896868924546,0.350572969499524,0.393164307090598,-0.4574375637386,2.54157640986293,2.61090014707008
0,-1.25946334833234,-0.241985220618054,-0.0186253087891775,-1.23268675137486,0.792460116604435,-0.895218810769414,-1.25582622949144,0.578896868924546,0.579825896011288,-0.637181324592838,-0.581547088975678,-0.824706106978994,-0.986697998215846
0,-0.323688748145864,-0.238137502237389,-0.404919708747558,-0.559123083359867,-0.842927474810261,-1.91586376657675,2.1545787292934,-2.22333508684931,0.579825896011288,0.248367485442734,-0.807601457082552,1.69116705171777,-0.0919211980722396
0,-0.992469487337306,-0.241939771437319,-0.404948973209202,-1.44117074385569,0.383613218750761,-0.895218810769414,-0.709953484563986,-0.822219108962381,0.579825896011288,-0.834914912019802,-0.782657380390342,1.41609904534054,0.168358628936576
0,-1.1713294524699,-0.235622184801419,-0.404998903414389,-1.15891549249703,-0.025233679102913,-0.407328090136236,-1.12065774027131,0.578896868924546,0.579825896011288,0.7965274583913,-0.396925943834313,-0.370891515054407,0.0174615140514897
0,-0.849899949912775,-0.241526285016791,0.0494425540962725,-0.272056662943953,1.20130701445811,-0.491447179900577,-0.533194690968431,0.578896868924546,0.579825896011288,-0.988539698120762,-0.0242549654557416,-0.9037581911682,-0.943675193642135
0,-0.388493083338833,-0.240219548849419,-0.134622940035245,0.0951959084261263,0.792460116604435,0.23758493139038,-0.377231049560588,0.578896868924546,0.579825896011288,-0.865506785160193,-0.0242549654557416,-0.828937970433252,-0.943675193642135
0,-1.32426768352531,-0.241928073336483,-0.399249303583419,-1.20221601401228,0.792460116604435,-1.17000783733293,0.568948374980326,0.578896868924546,0.579825896011288,-0.139825576564844,-0.645551385593094,-0.361290732646709,-0.231180480147284
0,-0.549207834617397,-0.24197781780126,-0.349891626665873,-0.697043263001032,0.792460116604435,-2.01680667429396,-0.112092859167255,0.578896868924546,-0.212591828235898,-0.661616476124624,1.56022778568825,-1.06662582295101,-0.201364667747421
0,-0.720291279526836,-0.241595085560529,-0.404994590592764,-1.14287826230619,-0.842927474810261,0.669396258847331,-0.226466196199673,0.578896868924546,0.579825896011288,-0.159099353700869,1.34864666815072,-0.369674100387296,-0.858745823929509
0,-0.35220265563077,-0.241679456491364,-0.386133540481311,-0.318564630497369,0.792460116604435,0.731083591341181,-1.04267591956738,0.578896868924546,0.579825896011288,-0.921690338447182,-0.213874002996359,-0.200796458107356,0.0357044999725855
0,0.127349424797202,-0.241920093947243,-0.376216809221792,-0.132532760283705,-0.434080576956587,-0.676509177382127,-0.112092859167255,0.578896868924546,0.579825896011288,-0.872389014302626,1.51509758857654,-0.926945330169855,-1.02257116854433
0,-1.08060338319975,-0.241925201777167,-0.309302410240175,-0.769210798859781,0.383613218750761,-1.13636020142719,-0.138086799401896,0.578896868924546,0.579825896011288,-0.837222997400222,-0.910997485514604,1.23976768933035,-0.97845341092273
0,-0.948402539406088,-0.2418034638804,-0.404859066589649,-1.20381973703136,-0.842927474810261,-1.67472237591898,1.21879688084634,-0.822219108962381,-0.0481277722600673,-0.341308703191416,-0.278381309472848,-0.686271404025688,-0.967478727667284
0,0.474700661431518,0.119663817025298,0.478900522612585,1.27232860443328,1.20130701445811,-0.435367786724349,-0.751543788939411,0.578896868924546,0.579825896011288,2.63344046347937,2.36923968794334,-0.34059423785589,-0.451658587540932
0,-0.105946181897487,-0.241120742196717,-0.404975114053414,-0.640912957333116,-1.66062127051761,1.83584763691286,-0.668363180188561,0.578896868924546,0.549923340379319,-0.585098442043677,0.206021846237311,-0.942916358435568,-1.00814447914702
0,-1.10393294386921,-0.241920093947243,0.423353155099179,-0.562330529398033,-0.025233679102913,-1.46722862116693,-0.995886827145031,0.578896868924546,0.579825896011288,0.630277319900853,-0.739099057305809,-0.279190746380381,0.459863163734181
0,1.75264215143687,-0.241933413567006,-0.403048910229402,0.585935152265621,-2.47831506622496,2.1667160566526,1.39555567444189,-1.52277709790585,0.579825896011288,-1.00059864215094,-0.930436337538579,0.0840099747068971,-0.455968974670204
0,-0.590682609140897,-0.218682310356012,0.722468203309122,0.366225098651206,-0.842927474810261,-0.300777243101403,1.47873628319274,-1.52277709790585,0.579825896011288,-0.915897411719214,-0.82726151479013,0.075492971986385,-0.577145874701418
0,-1.57570850407403,-0.241978067628128,5.12438269697084,-0.87986768717653,0.383613218750761,-1.32703013822637,1.5827120441313,-1.52277709790585,0.579825896011288,-0.897869529000358,-0.977662394937574,2.91285536548664,-0.97845341092273
0,0.28028765585261,-0.241148358455005,-0.404523032900815,-0.185455619913454,-0.842927474810261,0.422646928871931,2.1545787292934,-2.22333508684931,0.579825896011288,-0.774278919040201,0.876519156583476,-0.904932842641735,-0.720486534673336
