Feature,Model,MAE,MSE,RMSE,R2
pumin5_8d_Qtransformed,GradientBoosting,0.082220381339735,0.021041036417524996,0.14505528745111293,-0.15723633802926718
pumin5_8d_Qtransformed,SVR,0.09698904439440628,0.018735320397380045,0.13687702655076944,-0.030424221423376974
pumin5_8d_Qtransformed,KNN,0.09171428571428572,0.024183428571428574,0.15551022015105173,-0.33006482027106676
pumin5_8d_Qtransformed,MLP,0.06658825322571345,0.014866424253009786,0.12192794697283223,0.1823612667761264
pumin5_8u_Qtransformed,LinearRegression,0.08642881635492475,0.018767415542384043,0.13699421718592375,-0.03218942287714244
pumin5_8u_Qtransformed,DecisionTree,0.1228571428571429,0.040600000000000004,0.20149441679609886,-1.232960125712041
pumin5_8u_Qtransformed,RandomForest,0.10588571428571426,0.02743603285714286,0.16563825903800988,-0.5089548615203301
pumin5_8u_Qtransformed,GradientBoosting,0.11322474029972297,0.03425425185509644,0.1850790421822429,-0.8839502100622671
pumin5_8u_Qtransformed,SVR,0.09955266709039455,0.019681001189548148,0.1402889916905391,-0.08243573621557276
pumin5_8u_Qtransformed,KNN,0.09714285714285716,0.023429714285714286,0.15306767877548247,-0.28861127479866444
pumin5_8u_Qtransformed,MLP,0.07878740028026847,0.017126474673281787,0.13086815759871379,0.05806071331390683
seedEbest_1_Qtransformed,LinearRegression,0.08276752245294304,0.017926348879489434,0.13388931577795682,0.0140684175491963
seedEbest_1_Qtransformed,DecisionTree,0.10285714285714286,0.03742857142857143,0.19346465162548798,-1.0585346690237674
seedEbest_1_Qtransformed,RandomForest,0.09929571428571424,0.030950415937900856,0.17592730299160747,-0.7022424793974151
seedEbest_1_Qtransformed,GradientBoosting,0.09575936861177482,0.026354061360517687,0.16233934015055526,-0.44944749183754706
seedEbest_1_Qtransformed,SVR,0.0968562265072691,0.01924481157462579,0.1387256702078811,-0.05844573578770795
seedEbest_1_Qtransformed,KNN,0.09314285714285717,0.02447085714285715,0.15643163728241533,-0.3458731094087608
seedEbest_1_Qtransformed,MLP,0.09223167175792166,0.018905589030899676,0.13749759645499143,-0.039788829041820684
seedNumber_1_Ytransformed,LinearRegression,0.07326122771821261,0.015587581375797297,0.1248502357859099,0.14269833328948278
seedNumber_1_Ytransformed,DecisionTree,0.07877038635967207,0.017078102666737854,0.13068321493878948,0.060721126166450756
seedNumber_1_Ytransformed,RandomForest,0.07749342053204093,0.016901042343558888,0.1300040089518738,0.07045927004586738
seedNumber_1_Ytransformed,GradientBoosting,0.07873652074706951,0.017072418574688195,0.13066146553092153,0.061033745646691395
seedNumber_1_Ytransformed,SVR,0.09114645316666055,0.018579364919611558,0.1363061441007395,-0.021846823313933506
seedNumber_1_Ytransformed,KNN,0.09985714285714287,0.023207714285714293,0.15234078339602397,-0.27640149283048543
seedNumber_1_Ytransformed,MLP,0.07361776265023538,0.015373267681791503,0.1239889820983764,0.15448537597689638
seedNumber_3_Ytransformed,LinearRegression,0.08101239826744204,0.017756844252085093,0.13325480948950807,0.02339100558164864
seedNumber_3_Ytransformed,DecisionTree,0.08593447837150127,0.018517509651880003,0.13607905662474296,-0.01844484433832272
seedNumber_3_Ytransformed,RandomForest,0.08606551983752407,0.018555512036706412,0.13621861853912046,-0.02053493818067076
seedNumber_3_Ytransformed,GradientBoosting,0.08593223661842278,0.01851666241567316,0.13607594355973857,-0.018398247179038485
seedNumber_3_Ytransformed,SVR,0.09885423408988556,0.019608050895316097,0.14002875024549816,-0.07842354167914123
seedNumber_3_Ytransformed,KNN,0.07971428571428572,0.01856171428571429,0.1362413824273458,-0.020876055784718295
seedNumber_3_Ytransformed,MLP,0.10034563674517417,0.01948048625181666,0.13957251252240413,-0.07140761157113817
