Feature,Model,MAE,MSE,RMSE,R2
E_1_Qtransformed,LinearRegression,0.07926999845121625,0.019110424626926616,0.13824045944269217,-0.05105458564907739
E_1_Qtransformed,DecisionTree,0.12107142857142858,0.03254464285714286,0.18040133829088648,-0.7899233942251036
E_1_Qtransformed,RandomForest,0.11057916666666669,0.026012400461309544,0.16128360258039112,-0.4306564779349189
E_1_Qtransformed,GradientBoosting,0.09918837454618681,0.025293839387754556,0.15904037030815338,-0.39113632460641834
E_1_Qtransformed,SVR,0.10641218824349875,0.020893260937946512,0.1445450135353915,-0.1491088317864906
E_1_Qtransformed,KNN,0.08657142857142859,0.02279714285714286,0.15098722746359328,-0.2538204674916522
E_1_Qtransformed,MLP,0.08372530317311613,0.019573259624178576,0.13990446606230472,-0.07651005593596572
E_3_BoxCox,LinearRegression,0.08253924261312291,0.0185604581211265,0.13623677227946387,-0.02080696796610093
E_3_BoxCox,DecisionTree,0.05682142857142858,0.010618982142857144,0.10304844561106753,0.41596641131408363
E_3_BoxCox,RandomForest,0.07462925389434728,0.016169995485529498,0.1271612971211347,0.11066612925785513
E_3_BoxCox,GradientBoosting,0.07304407279598767,0.016691686801069732,0.12919631109698812,0.08197361926939195
E_3_BoxCox,SVR,0.10023376412919846,0.019884966031058864,0.1410140632385964,-0.09365360217962726
E_3_BoxCox,KNN,0.09885714285714287,0.025083428571428572,0.1583774875777128,-0.37956393635827945
E_3_BoxCox,MLP,0.08825159332912537,0.01895709237961823,0.13768475725227622,-0.04262146263859834
E_diff_12_Qtransformed,LinearRegression,0.08486783291776125,0.017343146484912853,0.13169338056604385,0.04614397647307045
E_diff_12_Qtransformed,DecisionTree,0.08785714285714286,0.019567857142857144,0.1398851569783483,-0.07621292476920072
E_diff_12_Qtransformed,RandomForest,0.08228569727891157,0.01716497524371154,0.13101517180735803,0.05594321975265548
E_diff_12_Qtransformed,GradientBoosting,0.07607093542235241,0.016277985907634854,0.12758521037971,0.10472676210218834
E_diff_12_Qtransformed,SVR,0.10272900957653323,0.018438260382917213,0.13578755606798884,-0.01408621237808294
E_diff_12_Qtransformed,KNN,0.08157142857142856,0.019160285714285717,0.13842068383838346,-0.05379689648399144
E_diff_12_Qtransformed,MLP,0.07462738387585426,0.01698604399541762,0.13033051828109032,0.06578426267591175
E_hybrid_1_Qtransformed,LinearRegression,0.08526309793502795,0.018437167131270964,0.13578353041245822,-0.014026084611249212
E_hybrid_1_Qtransformed,DecisionTree,0.11285714285714288,0.03528571428571429,0.18784492084087417,-0.94067963072088
E_hybrid_1_Qtransformed,RandomForest,0.09485119047619048,0.022470920257936514,0.14990303618651796,-0.2358785449267775
E_hybrid_1_Qtransformed,GradientBoosting,0.09561324200103063,0.0250834627388375,0.15837759544467614,-0.3795658155322137
E_hybrid_1_Qtransformed,SVR,0.099723936094513,0.019146092925368886,0.1383694074763959,-0.053016307032663024
E_hybrid_1_Qtransformed,KNN,0.07628571428571429,0.015069714285714287,0.1227587645983548,0.17118051463366712
E_hybrid_1_Qtransformed,MLP,0.08954388193367911,0.020927216581451163,0.14466242283831404,-0.15097635883054927
Pu1_1_BoxCox,LinearRegression,0.08546393077291284,0.018071330333909737,0.13442964826967946,0.006094579946036793
Pu1_1_BoxCox,DecisionTree,0.07571428571428573,0.018296428571428575,0.13526429156073888,-0.006285602042820804
Pu1_1_BoxCox,RandomForest,0.07541069727891155,0.01853227985555961,0.13613331647895607,-0.01925719103451029
Pu1_1_BoxCox,GradientBoosting,0.06897321702701241,0.017647806617103714,0.13284504739396089,0.02938796841700253
Pu1_1_BoxCox,SVR,0.09803627753795627,0.01891974160098963,0.1375490516179215,-0.040567206497170716
Pu1_1_BoxCox,KNN,0.08457142857142859,0.02112171428571429,0.14533311489717093,-0.161673541543901
Pu1_1_BoxCox,MLP,0.09019305950132107,0.017948508652818485,0.13397204429588466,0.012849651779773041
Pu2_1_log,LinearRegression,0.08296421326880632,0.018191580975691207,0.13487616904290842,-0.0005190872507441213
Pu2_1_log,DecisionTree,0.11666666666666668,0.030912698412698416,0.1758200739753525,-0.7001680525546172
Pu2_1_log,RandomForest,0.0937976700680272,0.02264775995705174,0.150491727204693,-0.24560455469936904
Pu2_1_log,GradientBoosting,0.09487076325387825,0.024922000540916676,0.1578670343704368,-0.37068555322268115
Pu2_1_log,SVR,0.10778368564705024,0.021503271697901706,0.1466399389590084,-0.18265882447701398
Pu2_1_log,KNN,0.08457142857142859,0.019240571428571433,0.13871038688062057,-0.05821253191907316
Pu2_1_log,MLP,0.07910971183451551,0.022264062920848586,0.1492114704734478,-0.22450159454676966
pumin1_4d_Qtransformed,LinearRegression,0.07967249046359938,0.01646272586078142,0.12830715436319762,0.09456624611691278
pumin1_4d_Qtransformed,DecisionTree,0.12285714285714287,0.0344,0.1854723699099141,-0.89196621488902
pumin1_4d_Qtransformed,RandomForest,0.10545714285714285,0.02734555142857143,0.16536490385983185,-0.5039784718130036
pumin1_4d_Qtransformed,GradientBoosting,0.09290311339555302,0.022460760994504232,0.14986914623932515,-0.23531979541567183
pumin1_4d_Qtransformed,SVR,0.09789379656292585,0.018549808027629983,0.13619767996419757,-0.020221223283519052
pumin1_4d_Qtransformed,KNN,0.08328571428571428,0.016474,0.12835108102388543,0.09394617953250828
pumin1_4d_Qtransformed,MLP,0.085740128928237,0.016366864434967356,0.12793304668836492,0.09983853038875279
pumin1_4u_Qtransformed,LinearRegression,0.08495812178385125,0.01854686133488592,0.13618686182920112,-0.020059158076616956
pumin1_4u_Qtransformed,DecisionTree,0.11785714285714287,0.033978571428571434,0.18433277361492567,-0.8687880573561189
pumin1_4u_Qtransformed,RandomForest,0.11329285714285715,0.029489783571428587,0.17172589662432566,-0.6219091337654694
pumin1_4u_Qtransformed,GradientBoosting,0.10774983057721925,0.024747782126837765,0.1573142782039754,-0.3611037115526565
pumin1_4u_Qtransformed,SVR,0.09911867674542588,0.01963312919531509,0.14011826859947668,-0.07980282354905222
pumin1_4u_Qtransformed,KNN,0.10585714285714286,0.024701428571428576,0.15716688128046752,-0.3585543115301515
pumin1_4u_Qtransformed,MLP,0.09155620925797534,0.018820446092658795,0.13718763097545927,-0.035106051059607735
pumin5_8d_Qtransformed,LinearRegression,0.08200720904681205,0.01753538003110675,0.1324212219816248,0.035571320229839
pumin5_8d_Qtransformed,DecisionTree,0.10214285714285713,0.032150000000000005,0.1793042107704111,-0.7682184246709882
pumin5_8d_Qtransformed,RandomForest,0.09706428571428569,0.026536263571428565,0.16289955055625097,-0.45946843449224084
